,ap,emp,est,fipscty,fipstate,ind_code,naics,qp1,s_NAICS,s_SIC,s_n02,s_n07,sic,year
88177,12096,818,51,19,8,7000,,3366,,70,81,81,70--,1991
88226,0,0,5,19,8,9900,,0,,90,92,92,99--,1991
88227,8704,665,96,21,8,0000,,1991,,00,00,00,----,1991
88228,0,0,1,21,8,0700,,0,,07,11,11,07--,1991
88231,0,0,1,21,8,1000,,0,,10,21,21,10--,1991
88234,0,0,8,21,8,1500,,0,,15,23,23,15--,1991
88241,1467,73,6,21,8,2000,,290,,20,33,33,20--,1991
88253,0,0,4,21,8,4000,,0,,40,48,48,40--,1991
88259,1150,105,6,21,8,5000,,306,,50,42,42,50--,1991
88267,1567,156,33,21,8,5200,,352,,52,44,44,52--,1991
88285,0,0,5,21,8,6000,,0,,60,52,52,60--,1991
88292,2203,218,28,21,8,7000,,496,,70,81,81,70--,1991
88323,81,4,4,21,8,9900,,13,,90,92,92,99--,1991
88324,2427,249,30,23,8,0000,,619,,00,00,00,----,1991
88325,0,0,1,23,8,0700,,0,,07,11,11,07--,1991
88327,0,0,1,23,8,1000,,0,,10,21,21,10--,1991
88330,0,0,5,23,8,1500,,0,,15,23,23,15--,1991
88338,0,0,1,23,8,5000,,0,,50,42,42,50--,1991
88342,284,37,13,23,8,5200,,61,,52,44,44,52--,1991
88358,294,67,9,23,8,7000,,65,,70,81,81,70--,1991
88377,2185,210,35,25,8,0000,,615,,00,00,00,----,1991
88378,0,0,2,25,8,1500,,0,,15,23,23,15--,1991
88384,0,0,1,25,8,2000,,0,,20,33,33,20--,1991
88388,332,21,7,25,8,4000,,78,,40,48,48,40--,1991
88394,0,0,2,25,8,5000,,0,,50,42,42,50--,1991
88401,345,53,8,25,8,5200,,82,,52,44,44,52--,1991
88413,0,0,2,25,8,6000,,0,,60,52,52,60--,1991
88418,912,85,11,25,8,7000,,242,,70,81,81,70--,1991
88431,0,0,2,25,8,9900,,0,,90,92,92,99--,1991
88432,2674,205,67,27,8,0000,,568,,00,00,00,----,1991
88433,0,0,1,27,8,0700,,0,,07,11,11,07--,1991
88435,0,0,15,27,8,1500,,0,,15,23,23,15--,1991
88444,0,0,2,27,8,2000,,0,,20,33,33,20--,1991
88450,109,5,6,27,8,4000,,4,,40,48,48,40--,1991
88460,0,0,1,27,8,5000,,0,,50,42,42,50--,1991
88464,477,57,19,27,8,5200,,97,,52,44,44,52--,1991
88483,0,0,10,27,8,6000,,0,,60,52,52,60--,1991
88490,0,0,13,27,8,7000,,0,,70,81,81,70--,1991
88511,45533,3010,519,29,8,0000,,10251,,00,00,00,----,1991
88512,0,0,13,29,8,0700,,0,,07,11,11,07--,1991
88520,0,0,4,29,8,1000,,0,,10,21,21,10--,1991
88531,3076,202,55,29,8,1500,,572,,15,23,23,15--,1991
88553,6968,294,31,29,8,2000,,1481,,20,33,33,20--,1991
88604,4219,165,26,29,8,4000,,978,,40,48,48,40--,1991
88625,3212,205,26,29,8,5000,,773,,50,42,42,50--,1991
88650,10989,944,161,29,8,5200,,2511,,52,44,44,52--,1991
88705,3924,229,44,29,8,6000,,975,,60,52,52,60--,1991
88728,8493,805,144,29,8,7000,,1967,,70,81,81,70--,1991
88809,0,0,15,29,8,9900,,0,,90,92,92,99--,1991
88810,8841065,340565,19695,31,8,0000,,2098807,,00,00,00,----,1991
88811,14973,752,126,31,8,0700,,2838,,07,11,11,07--,1991
88816,346232,6936,410,31,8,1000,,87643,,10,21,21,10--,1991
88844,350629,12045,980,31,8,1500,,74610,,15,23,23,15--,1991
88872,891494,31950,1115,31,8,2000,,214926,,20,33,33,20--,1991
89220,1428934,41743,696,31,8,4000,,359545,,40,48,48,40--,1991
89268,909737,30814,2012,31,8,5000,,224013,,50,42,42,50--,1991
89358,720747,50963,3619,31,8,5200,,171401,,52,44,44,52--,1991
89435,1063992,35026,2386,31,8,6000,,259714,,60,52,52,60--,1991
89481,3101655,129993,7928,31,8,7000,,703154,,70,81,81,70--,1991
89660,12672,343,423,31,8,9900,,963,,90,92,92,99--,1991
89661,1944,152,36,33,8,0000,,407,,00,00,00,----,1991
89662,0,0,2,33,8,1000,,0,,10,21,21,10--,1991
89667,166,11,5,33,8,1500,,38,,15,23,23,15--,1991
89674,0,0,2,33,8,2000,,0,,20,33,33,20--,1991
89680,207,13,3,33,8,4000,,44,,40,48,48,40--,1991
89686,0,0,5,33,8,5000,,0,,50,42,42,50--,1991
89694,531,60,11,33,8,5200,,128,,52,44,44,52--,1991
89708,247,15,3,33,8,6000,,54,,60,52,52,60--,1991
89713,0,0,4,33,8,7000,,0,,70,81,81,70--,1991
89722,0,0,1,33,8,9900,,0,,90,92,92,99--,1991
89723,187957,9685,1446,35,8,0000,,40330,,00,00,00,----,1991
89724,9777,425,69,35,8,0700,,1557,,07,11,11,07--,1991
89731,1031,40,12,35,8,1000,,253,,10,21,21,10--,1991
89742,46177,1694,259,35,8,1500,,8867,,15,23,23,15--,1991
89769,23952,1082,69,35,8,2000,,5262,,20,33,33,20--,1991
89850,10266,395,46,35,8,4000,,2406,,40,48,48,40--,1991
89880,12166,483,102,35,8,5000,,2950,,50,42,42,50--,1991
89939,31184,2676,226,35,8,5200,,7230,,52,44,44,52--,1991
89998,9765,479,121,35,8,6000,,2331,,60,52,52,60--,1991
90029,42719,2368,490,35,8,7000,,9376,,70,81,81,70--,1991
90150,920,43,52,35,8,9900,,98,,90,92,92,99--,1991
90151,267289,16938,1447,37,8,0000,,71209,,00,00,00,----,1991
90152,0,0,24,37,8,0700,,0,,07,11,11,07--,1991
90156,0,0,3,37,8,1000,,0,,10,21,21,10--,1991
90162,47107,1765,307,37,8,1500,,8796,,15,23,23,15--,1991
90187,8566,394,33,37,8,2000,,2024,,20,33,33,20--,1991
90243,10262,587,55,37,8,4000,,2899,,40,48,48,40--,1991
90276,3740,182,35,37,8,5000,,911,,50,42,42,50--,1991
90311,66182,5421,401,37,8,5200,,19119,,52,44,44,52--,1991
90371,24840,1317,168,37,8,6000,,6567,,60,52,52,60--,1991
90395,103873,7187,389,37,8,7000,,30580,,70,81,81,70--,1991
90514,479,25,32,37,8,9900,,45,,90,92,92,99--,1991
90515,16908,1038,169,39,8,0000,,3636,,00,00,00,----,1991
90516,714,45,9,39,8,0700,,129,,07,11,11,07--,1991
90521,0,0,2,39,8,1000,,0,,10,21,21,10--,1991
90526,5088,261,36,39,8,1500,,1135,,15,23,23,15--,1991
90548,2058,120,12,39,8,2000,,461,,20,33,33,20--,1991
90573,577,29,9,39,8,4000,,128,,40,48,48,40--,1991
90582,3030,145,18,39,8,5000,,605,,50,42,42,50--,1991
90605,1140,130,31,39,8,5200,,257,,52,44,44,52--,1991
90627,745,39,7,39,8,6000,,155,,60,52,52,60--,1991
90638,3378,257,42,39,8,7000,,737,,70,81,81,70--,1991
90689,0,0,3,39,8,9900,,0,,90,92,92,99--,1991
90690,2609581,127793,9721,41,8,0000,,616640,,00,00,00,----,1991
90691,7651,574,167,41,8,0700,,1334,,07,11,11,07--,1991
90697,3342,112,25,41,8,1000,,655,,10,21,21,10--,1991
90717,146636,5784,871,41,8,1500,,28555,,15,23,23,15--,1991
90744,572660,20108,424,41,8,2000,,146504,,20,33,33,20--,1991
90966,152564,5594,308,41,8,4000,,37827,,40,48,48,40--,1991
91011,123987,4690,518,41,8,5000,,29043,,50,42,42,50--,1991
91096,360802,30542,2368,41,8,5200,,84808,,52,44,44,52--,1991
91174,193122,8459,955,41,8,6000,,46776,,60,52,52,60--,1991
91216,1045361,51778,3851,41,8,7000,,240750,,70,81,81,70--,1991
91393,3456,152,234,41,8,9900,,388,,90,92,92,99--,1991
91394,89623,5934,659,43,8,0000,,20846,,00,00,00,----,1991
91395,132,15,9,43,8,0700,,26,,07,11,11,07--,1991
91399,3932,109,8,43,8,1000,,1103,,10,21,21,10--,1991
91414,3697,192,61,43,8,1500,,610,,15,23,23,15--,1991
91436,21336,1044,45,43,8,2000,,5061,,20,33,33,20--,1991
91507,6966,318,33,43,8,4000,,1699,,40,48,48,40--,1991
91529,2966,153,32,43,8,5000,,671,,50,42,42,50--,1991
91563,17277,1609,184,43,8,5200,,3929,,52,44,44,52--,1991
91619,4512,234,42,43,8,6000,,1032,,60,52,52,60--,1991
91638,28680,2255,235,43,8,7000,,6706,,70,81,81,70--,1991
91727,125,5,10,43,8,9900,,9,,90,92,92,99--,1991
91728,176172,9694,1237,45,8,0000,,42043,,00,00,00,----,1991
91729,0,0,25,45,8,0700,,0,,07,11,11,07--,1991
91734,0,0,11,45,8,1000,,0,,10,21,21,10--,1991
91752,22798,959,228,45,8,1500,,4449,,15,23,23,15--,1991
91777,7782,326,41,45,8,2000,,1781,,20,33,33,20--,1991
91840,9542,483,42,45,8,4000,,2572,,40,48,48,40--,1991
91872,7567,388,54,45,8,5000,,1723,,50,42,42,50--,1991
91919,38417,2847,311,45,8,5200,,9121,,52,44,44,52--,1991
91988,12817,570,88,45,8,6000,,2900,,60,52,52,60--,1991
92010,51042,3060,414,45,8,7000,,11556,,70,81,81,70--,1991
92131,0,0,23,45,8,9900,,0,,90,92,92,99--,1991
92132,5797,227,79,47,8,0000,,807,,00,00,00,----,1991
92133,0,0,1,47,8,1000,,0,,10,21,21,10--,1991
92137,0,0,8,47,8,1500,,0,,15,23,23,15--,1991
92144,0,0,2,47,8,2000,,0,,20,33,33,20--,1991
92150,168,1,4,47,8,4000,,3,,40,48,48,40--,1991
92155,0,0,2,47,8,5000,,0,,50,42,42,50--,1991
92161,1982,83,29,47,8,5200,,170,,52,44,44,52--,1991
92179,0,0,3,47,8,6000,,0,,60,52,52,60--,1991
92184,0,0,23,47,8,7000,,0,,70,81,81,70--,1991
92212,0,0,7,47,8,9900,,0,,90,92,92,99--,1991
92213,44401,4107,454,49,8,0000,,13000,,00,00,00,----,1991
92214,214,19,7,49,8,0700,,43,,07,11,11,07--,1991
92219,2197,99,43,49,8,1500,,375,,15,23,23,15--,1991
92239,2729,177,17,49,8,2000,,740,,20,33,33,20--,1991
92266,2608,158,19,49,8,4000,,751,,40,48,48,40--,1991
92290,839,41,12,49,8,5000,,131,,50,42,42,50--,1991
92312,10934,1266,148,49,8,5200,,3160,,52,44,44,52--,1991
92356,4633,293,37,49,8,6000,,1124,,60,52,52,60--,1991
92366,19789,2029,156,49,8,7000,,6646,,70,81,81,70--,1991
92445,458,25,15,49,8,9900,,30,,90,92,92,99--,1991
92446,48020,4291,533,51,8,0000,,12370,,00,00,00,----,1991
92447,264,12,4,51,8,0700,,59,,07,11,11,07--,1991
92451,0,0,5,51,8,1000,,0,,10,21,21,10--,1991
92458,3745,169,64,51,8,1500,,664,,15,23,23,15--,1991
92478,1447,107,22,51,8,2000,,322,,20,33,33,20--,1991
92511,2568,131,24,51,8,4000,,581,,40,48,48,40--,1991
92531,0,0,13,51,8,5000,,0,,50,42,42,50--,1991
92550,12574,1636,157,51,8,5200,,3421,,52,44,44,52--,1991
92604,5282,387,47,51,8,6000,,1472,,60,52,52,60--,1991
92622,14323,1635,176,51,8,7000,,4137,,70,81,81,70--,1991
92709,101,27,21,51,8,9900,,36,,90,92,92,99--,1991
92710,1202,81,35,53,8,0000,,217,,00,00,00,----,1991
92711,0,0,2,53,8,1500,,0,,15,23,23,15--,1991
92717,0,0,1,53,8,2000,,0,,20,33,33,20--,1991
92720,286,16,13,53,8,5200,,34,,52,44,44,52--,1991
92735,0,0,5,53,8,6000,,0,,60,52,52,60--,1991
92745,0,0,13,53,8,7000,,0,,70,81,81,70--,1991
92765,0,0,1,53,8,9900,,0,,90,92,92,99--,1991
92766,8658,749,151,55,8,0000,,1866,,00,00,00,----,1991
92767,0,0,1,55,8,0700,,0,,07,11,11,07--,1991
92770,0,0,11,55,8,1500,,0,,15,23,23,15--,1991
92780,0,0,7,55,8,2000,,0,,20,33,33,20--,1991
92797,829,35,9,55,8,4000,,222,,40,48,48,40--,1991
92808,855,71,6,55,8,5000,,182,,50,42,42,50--,1991
92820,2658,243,53,55,8,5200,,559,,52,44,44,52--,1991
92853,546,42,14,55,8,6000,,126,,60,52,52,60--,1991
92866,2609,270,48,55,8,7000,,574,,70,81,81,70--,1991
92910,0,0,2,55,8,9900,,0,,90,92,92,99--,1991
92911,5624,274,47,57,8,0000,,1168,,00,00,00,----,1991
92912,0,0,1,57,8,0700,,0,,07,11,11,07--,1991
92915,0,0,2,57,8,1000,,0,,10,21,21,10--,1991
92922,0,0,5,57,8,1500,,0,,15,23,23,15--,1991
92929,0,0,6,57,8,2000,,0,,20,33,33,20--,1991
92940,0,0,8,57,8,4000,,0,,40,48,48,40--,1991
92945,0,0,4,57,8,5000,,0,,50,42,42,50--,1991
92956,967,73,11,57,8,5200,,215,,52,44,44,52--,1991
92967,0,0,1,57,8,6000,,0,,60,52,52,60--,1991
92970,0,0,9,57,8,7000,,0,,70,81,81,70--,1991
92987,3588876,138188,11123,59,8,0000,,853947,,00,00,00,----,1991
92988,13531,840,215,59,8,0700,,2402,,07,11,11,07--,1991
92995,70067,1579,121,59,8,1000,,17310,,10,21,21,10--,1991
93026,211719,8180,1220,59,8,1500,,44822,,15,23,23,15--,1991
93054,1465930,33802,501,59,8,2000,,362902,,20,33,33,20--,1991
93293,118351,3950,290,59,8,4000,,30257,,40,48,48,40--,1991
93331,194134,5764,698,59,8,5000,,47547,,50,42,42,50--,1991
93413,426551,34328,2435,59,8,5200,,100598,,52,44,44,52--,1991
93492,189411,8047,1107,59,8,6000,,45936,,60,52,52,60--,1991
93533,893129,41573,4244,59,8,7000,,201822,,70,81,81,70--,1991
93702,6053,125,292,59,8,9900,,351,,90,92,92,99--,1991
93703,1258,135,44,61,8,0000,,273,,00,00,00,----,1991
93704,107,13,4,61,8,0700,,20,,07,11,11,07--,1991
93708,0,0,1,61,8,1000,,0,,10,21,21,10--,1991
93711,0,0,2,61,8,1500,,0,,15,23,23,15--,1991
93715,0,0,2,61,8,2000,,0,,20,33,33,20--,1991
93720,0,0,2,61,8,4000,,0,,40,48,48,40--,1991
93725,0,0,9,61,8,5000,,0,,50,42,42,50--,1991
93734,279,44,9,61,8,5200,,64,,52,44,44,52--,1991
93747,0,0,2,61,8,6000,,0,,60,52,52,60--,1991
93753,0,0,11,61,8,7000,,0,,70,81,81,70--,1991
93770,0,0,2,61,8,9900,,0,,90,92,92,99--,1991
93771,21023,1594,234,63,8,0000,,4652,,00,00,00,----,1991
93772,98,13,4,63,8,0700,,15,,07,11,11,07--,1991
93777,0,0,14,63,8,1500,,0,,15,23,23,15--,1991
93791,2261,122,8,63,8,2000,,540,,20,33,33,20--,1991
93810,0,0,10,63,8,4000,,0,,40,48,48,40--,1991
93824,5699,381,32,63,8,5000,,1197,,50,42,42,50--,1991
93845,5443,528,69,63,8,5200,,1244,,52,44,44,52--,1991
93881,1781,92,23,63,8,6000,,410,,60,52,52,60--,1991
93895,3473,365,73,63,8,7000,,769,,70,81,81,70--,1991
93946,0,0,1,63,8,9900,,0,,90,92,92,99--,1991
93947,22173,1319,178,65,8,0000,,5644,,00,00,00,----,1991
93948,0,0,1,65,8,0700,,0,,07,11,11,07--,1991
93951,0,0,3,65,8,1000,,0,,10,21,21,10--,1991
93959,0,0,20,65,8,1500,,0,,15,23,23,15--,1991
93975,0,0,7,65,8,2000,,0,,20,33,33,20--,1991
93988,0,0,10,65,8,4000,,0,,40,48,48,40--,1991
93998,0,0,5,65,8,5000,,0,,50,42,42,50--,1991
94009,3508,360,57,65,8,5200,,812,,52,44,44,52--,1991
94043,1047,59,18,65,8,6000,,232,,60,52,52,60--,1991
94058,4022,449,53,65,8,7000,,1194,,70,81,81,70--,1991
94105,0,0,4,65,8,9900,,0,,90,92,92,99--,1991
94106,165411,10623,1296,67,8,0000,,38389,,00,00,00,----,1991
94107,894,62,22,67,8,0700,,151,,07,11,11,07--,1991
94115,3876,149,13,67,8,1000,,1314,,10,21,21,10--,1991
94131,15058,693,154,67,8,1500,,2986,,15,23,23,15--,1991
94156,9112,538,48,67,8,2000,,1924,,20,33,33,20--,1991
94227,7412,335,49,67,8,4000,,1760,,40,48,48,40--,1991
94258,11024,515,69,67,8,5000,,2536,,50,42,42,50--,1991
94310,36395,3192,328,67,8,5200,,7931,,52,44,44,52--,1991
94380,12367,647,108,67,8,6000,,3004,,60,52,52,60--,1991
94409,68844,4465,472,67,8,7000,,16706,,70,81,81,70--,1991
94531,429,27,33,67,8,9900,,77,,90,92,92,99--,1991
94532,1211694,60750,5422,69,8,0000,,280002,,00,00,00,----,1991
94533,7644,485,124,69,8,0700,,1273,,07,11,11,07--,1991
94543,8257,271,31,69,8,1000,,1875,,10,21,21,10--,1991
94562,94106,3930,558,69,8,1500,,19768,,15,23,23,15--,1991
94589,487802,15281,328,69,8,2000,,118998,,20,33,33,20--,1991
94789,41012,1794,189,69,8,4000,,9224,,40,48,48,40--,1991
94835,50183,2234,280,69,8,5000,,11596,,50,42,42,50--,1991
94919,202194,17530,1318,69,8,5200,,46949,,52,44,44,52--,1991
94996,61999,3023,458,69,8,6000,,14568,,60,52,52,60--,1991
95035,255828,16100,1981,69,8,7000,,55538,,70,81,81,70--,1991
95198,2669,102,155,69,8,9900,,213,,90,92,92,99--,1991
95199,28223,1970,294,71,8,0000,,6441,,00,00,00,----,1991
95200,0,0,2,71,8,0700,,0,,07,11,11,07--,1991
95203,0,0,4,71,8,1000,,0,,10,21,21,10--,1991
95214,709,67,22,71,8,1500,,142,,15,23,23,15--,1991
95227,0,0,7,71,8,2000,,0,,20,33,33,20--,1991
95245,0,0,14,71,8,4000,,0,,40,48,48,40--,1991
95263,2174,140,20,71,8,5000,,499,,50,42,42,50--,1991
95289,6599,719,88,71,8,5200,,1576,,52,44,44,52--,1991
95331,2159,126,28,71,8,6000,,528,,60,52,52,60--,1991
95355,6353,609,105,71,8,7000,,1493,,70,81,81,70--,1991
95419,0,0,4,71,8,9900,,0,,90,92,92,99--,1991
95420,13784,998,126,73,8,0000,,3129,,00,00,00,----,1991
95421,0,0,6,73,8,0700,,0,,07,11,11,07--,1991
95425,1240,52,12,73,8,1500,,208,,15,23,23,15--,1991
95433,0,0,2,73,8,2000,,0,,20,33,33,20--,1991
95436,3047,105,8,73,8,4000,,739,,40,48,48,40--,1991
95449,950,56,9,73,8,5000,,230,,50,42,42,50--,1991
95460,5034,524,45,73,8,5200,,1154,,52,44,44,52--,1991
95495,1114,58,8,73,8,6000,,266,,60,52,52,60--,1991
95501,1581,154,30,73,8,7000,,369,,70,81,81,70--,1991
95533,0,0,6,73,8,9900,,0,,90,92,92,99--,1991
95534,73136,4882,544,75,8,0000,,16970,,00,00,00,----,1991
95535,381,29,11,75,8,0700,,76,,07,11,11,07--,1991
95541,2849,119,15,75,8,1000,,628,,10,21,21,10--,1991
95547,5749,214,45,75,8,1500,,960,,15,23,23,15--,1991
95569,10966,651,26,75,8,2000,,2633,,20,33,33,20--,1991
95607,4507,261,38,75,8,4000,,1117,,40,48,48,40--,1991
95629,9585,550,54,75,8,5000,,2345,,50,42,42,50--,1991
95670,14186,1508,139,75,8,5200,,3475,,52,44,44,52--,1991
95726,4344,220,42,75,8,6000,,1068,,60,52,52,60--,1991
95744,20534,1327,166,75,8,7000,,4664,,70,81,81,70--,1991
95831,35,3,8,75,8,9900,,4,,90,92,92,99--,1991
95832,528559,28902,2573,77,8,0000,,119984,,00,00,00,----,1991
95833,1571,122,29,77,8,0700,,273,,07,11,11,07--,1991
95843,17623,510,39,77,8,1000,,4054,,10,21,21,10--,1991
95864,47396,1963,268,77,8,1500,,8628,,15,23,23,15--,1991
95889,69322,3243,116,77,8,2000,,16221,,20,33,33,20--,1991
96022,33789,1504,97,77,8,4000,,8248,,40,48,48,40--,1991
96055,37847,1781,200,77,8,5000,,9406,,50,42,42,50--,1991
96130,104994,8329,629,77,8,5200,,24983,,52,44,44,52--,1991
96204,26243,1343,225,77,8,6000,,6381,,60,52,52,60--,1991
96239,188985,10055,924,77,8,7000,,41695,,70,81,81,70--,1991
96384,789,52,46,77,8,9900,,95,,90,92,92,99--,1991
96385,1329,71,35,79,8,0000,,222,,00,00,00,----,1991
96386,0,0,1,79,8,1000,,0,,10,21,21,10--,1991
96390,0,0,4,79,8,1500,,0,,15,23,23,15--,1991
96393,0,0,1,79,8,2000,,0,,20,33,33,20--,1991
96397,476,32,15,79,8,5200,,64,,52,44,44,52--,1991
96414,0,0,1,79,8,6000,,0,,60,52,52,60--,1991
96417,0,0,13,79,8,7000,,0,,70,81,81,70--,1991
96433,52532,2575,293,81,8,0000,,12996,,00,00,00,----,1991
96434,0,0,3,81,8,0700,,0,,07,11,11,07--,1991
96438,0,0,7,81,8,1000,,0,,10,21,21,10--,1991
96447,0,0,26,81,8,1500,,0,,15,23,23,15--,1991
96460,1951,129,9,81,8,2000,,410,,20,33,33,20--,1991
96479,16571,516,22,81,8,4000,,3606,,40,48,48,40--,1991
96497,2828,144,27,81,8,5000,,705,,50,42,42,50--,1991
96530,9354,752,78,81,8,5200,,2092,,52,44,44,52--,1991
96574,1714,96,22,81,8,6000,,461,,60,52,52,60--,1991
96588,4812,399,92,81,8,7000,,1167,,70,81,81,70--,1991
96651,0,0,7,81,8,9900,,0,,90,92,92,99--,1991
96652,73073,3931,516,83,8,0000,,14845,,00,00,00,----,1991
96653,351,24,7,83,8,0700,,72,,07,11,11,07--,1991
96658,2374,91,9,83,8,1000,,575,,10,21,21,10--,1991
96667,18357,560,57,83,8,1500,,2919,,15,23,23,15--,1991
96688,8816,345,35,83,8,2000,,1902,,20,33,33,20--,1991
96733,6316,293,29,83,8,4000,,1455,,40,48,48,40--,1991
96757,3038,187,28,83,8,5000,,667,,50,42,42,50--,1991
96790,16688,1340,151,83,8,5200,,3704,,52,44,44,52--,1991
96847,3847,197,30,83,8,6000,,871,,60,52,52,60--,1991
96867,13217,892,158,83,8,7000,,2677,,70,81,81,70--,1991
96956,69,2,12,83,8,9900,,3,,90,92,92,99--,1991
96957,101635,6217,764,85,8,0000,,22842,,00,00,00,----,1991
96958,472,40,14,85,8,0700,,72,,07,11,11,07--,1991
96965,2598,69,9,85,8,1000,,501,,10,21,21,10--,1991
96978,7007,379,97,85,8,1500,,1452,,15,23,23,15--,1991
97001,14593,838,36,85,8,2000,,3270,,20,33,33,20--,1991
97060,20764,730,55,85,8,4000,,4687,,40,48,48,40--,1991
97085,6989,408,46,85,8,5000,,1599,,50,42,42,50--,1991
97132,20570,1772,181,85,8,5200,,4829,,52,44,44,52--,1991
97191,9255,426,61,85,8,6000,,2154,,60,52,52,60--,1991
97214,19128,1541,247,85,8,7000,,4247,,70,81,81,70--,1991
97312,259,14,18,85,8,9900,,31,,90,92,92,99--,1991
97313,103455,6304,576,87,8,0000,,23980,,00,00,00,----,1991
97314,0,0,11,87,8,0700,,0,,07,11,11,07--,1991
97319,0,0,11,87,8,1000,,0,,10,21,21,10--,1991
97326,3606,251,51,87,8,1500,,943,,15,23,23,15--,1991
97343,0,0,17,87,8,2000,,0,,20,33,33,20--,1991
97369,10932,319,32,87,8,4000,,2412,,40,48,48,40--,1991
97387,9399,535,60,87,8,5000,,2248,,50,42,42,50--,1991
97424,13444,1325,164,87,8,5200,,3298,,52,44,44,52--,1991
97482,4910,239,45,87,8,6000,,1144,,60,52,52,60--,1991
97504,19788,1587,175,87,8,7000,,4444,,70,81,81,70--,1991
97592,0,0,10,87,8,9900,,0,,90,92,92,99--,1991
97593,64202,4378,518,89,8,0000,,14827,,00,00,00,----,1991
97594,737,27,9,89,8,0700,,102,,07,11,11,07--,1991
97601,2027,145,32,89,8,1500,,472,,15,23,23,15--,1991
97618,10869,562,22,89,8,2000,,2391,,20,33,33,20--,1991
97658,6617,309,36,89,8,4000,,1647,,40,48,48,40--,1991
97677,6549,351,49,89,8,5000,,1286,,50,42,42,50--,1991
97716,11059,1120,141,89,8,5200,,2722,,52,44,44,52--,1991
97766,4123,227,42,89,8,6000,,918,,60,52,52,60--,1991
97785,21924,1601,175,89,8,7000,,5209,,70,81,81,70--,1991
97863,297,36,12,89,8,9900,,80,,90,92,92,99--,1991
97864,7067,486,142,91,8,0000,,1285,,00,00,00,----,1991
97865,0,0,1,91,8,0700,,0,,07,11,11,07--,1991
97868,0,0,3,91,8,1000,,0,,10,21,21,10--,1991
97873,1292,61,19,91,8,1500,,254,,15,23,23,15--,1991
97889,0,0,8,91,8,2000,,0,,20,33,33,20--,1991
97905,200,8,5,91,8,4000,,40,,40,48,48,40--,1991
97918,0,0,1,91,8,5000,,0,,50,42,42,50--,1991
97922,2050,190,50,91,8,5200,,354,,52,44,44,52--,1991
97951,721,38,10,91,8,6000,,129,,60,52,52,60--,1991
97965,1578,118,36,91,8,7000,,265,,70,81,81,70--,1991
97999,250,13,9,91,8,9900,,30,,90,92,92,99--,1991
98000,5429,345,133,93,8,0000,,1099,,00,00,00,----,1991
98001,0,0,1,93,8,0700,,0,,07,11,11,07--,1991
98004,0,0,4,93,8,1000,,0,,10,21,21,10--,1991
98010,816,51,31,93,8,1500,,160,,15,23,23,15--,1991
98028,0,0,14,93,8,2000,,0,,20,33,33,20--,1991
98056,318,16,9,93,8,4000,,71,,40,48,48,40--,1991
98066,0,0,5,93,8,5000,,0,,50,42,42,50--,1991
98077,1150,93,20,93,8,5200,,224,,52,44,44,52--,1991
98095,371,20,6,93,8,6000,,62,,60,52,52,60--,1991
98103,1510,94,41,93,8,7000,,264,,70,81,81,70--,1991
98145,0,0,2,93,8,9900,,0,,90,92,92,99--,1991
98146,8953,627,135,95,8,0000,,2043,,00,00,00,----,1991
98147,0,0,5,95,8,0700,,0,,07,11,11,07--,1991
98153,251,27,11,95,8,1500,,48,,15,23,23,15--,1991
98166,0,0,6,95,8,2000,,0,,20,33,33,20--,1991
98181,0,0,5,95,8,4000,,0,,40,48,48,40--,1991
98190,2815,138,13,95,8,5000,,607,,50,42,42,50--,1991
98203,1798,200,36,95,8,5200,,427,,52,44,44,52--,1991
98232,1182,67,18,95,8,6000,,313,,60,52,52,60--,1991
98246,824,92,37,95,8,7000,,196,,70,81,81,70--,1991
98281,44,3,4,95,8,9900,,2,,90,92,92,99--,1991
98282,202087,12927,1167,97,8,0000,,58634,,00,00,00,----,1991
98283,1454,41,20,97,8,0700,,134,,07,11,11,07--,1991
98289,20996,753,130,97,8,1500,,4888,,15,23,23,15--,1991
98309,5714,263,29,97,8,2000,,1465,,20,33,33,20--,1991
98350,10716,541,32,97,8,4000,,2936,,40,48,48,40--,1991
98377,4125,141,23,97,8,5000,,949,,50,42,42,50--,1991
98398,54369,4590,357,97,8,5200,,17864,,52,44,44,52--,1991
98452,26245,1317,146,97,8,6000,,6815,,60,52,52,60--,1991
98483,77822,5265,403,97,8,7000,,23513,,70,81,81,70--,1991
98598,646,16,27,97,8,9900,,70,,90,92,92,99--,1991
98599,42765,3026,414,99,8,0000,,10208,,00,00,00,----,1991
98600,233,21,8,99,8,0700,,60,,07,11,11,07--,1991
98606,0,0,2,99,8,1000,,0,,10,21,21,10--,1991
98610,3067,182,36,99,8,1500,,583,,15,23,23,15--,1991
98628,9913,560,20,99,8,2000,,2670,,20,33,33,20--,1991
98665,3806,162,25,99,8,4000,,917,,40,48,48,40--,1991
98682,5861,337,43,99,8,5000,,1416,,50,42,42,50--,1991
98721,8233,877,105,99,8,5200,,1907,,52,44,44,52--,1991
98769,3472,202,38,99,8,6000,,907,,60,52,52,60--,1991
98787,8012,676,129,99,8,7000,,1718,,70,81,81,70--,1991
98861,0,0,8,99,8,9900,,0,,90,92,92,99--,1991
98862,594948,34978,2728,101,8,0000,,140685,,00,00,00,----,1991
98863,2034,127,30,101,8,0700,,296,,07,11,11,07--,1991
98870,963,47,7,101,8,1000,,217,,10,21,21,10--,1991
