,ap,emp,est,fipscty,fipstate,ind_code,naics,qp1,s_NAICS,s_SIC,s_n02,s_n07,sic,year
219979,1060,44,6,93,8,610000,61----,235,61,,,61,,2001
219990,1054,45,15,93,8,620000,62----,266,62,,,62,,2001
220026,252,16,8,93,8,710000,71----,47,71,,,71,,2001
220041,2716,190,32,93,8,720000,72----,451,72,,,72,,2001
220064,2297,127,35,93,8,810000,81----,508,81,,,81,,2001
220105,0,0,2,93,8,990000,99----,0,99,,,,,2001
220106,20861,1028,143,95,8,000000,------,5023,00,,,00,,2001
220107,0,0,1,95,8,110000,11----,0,11,,,11,,2001
220112,0,0,3,95,8,220000,22----,0,22,,,22,,2001
220120,907,46,17,95,8,230000,23----,188,23,,,23,,2001
220156,729,34,5,95,8,310000,31----,158,31,,,31,,2001
220157,0,0,1,95,8,321000,321///,0,32,,,32,,2001
220165,0,0,2,95,8,333000,333///,0,33,,,33,,2001
220176,4567,167,12,95,8,420000,42----,1154,42,,,42,,2001
220191,2830,162,24,95,8,440000,44----,771,44,,,44,,2001
220238,0,0,2,95,8,453000,453///,0,45,,,45,,2001
220248,651,26,6,95,8,480000,48----,158,48,,,48,,2001
220258,0,0,4,95,8,510000,51----,0,51,,,51,,2001
220272,1373,59,13,95,8,520000,52----,318,52,,,52,,2001
220283,0,0,1,95,8,530000,53----,0,53,,,53,,2001
220288,253,17,9,95,8,540000,54----,68,54,,,54,,2001
220308,0,0,2,95,8,560000,56----,0,56,,,56,,2001
220316,5232,288,10,95,8,620000,62----,1205,62,,,62,,2001
220342,0,0,1,95,8,710000,71----,0,71,,,71,,2001
220347,528,80,11,95,8,720000,72----,144,72,,,72,,2001
220362,733,53,22,95,8,810000,81----,164,81,,,81,,2001
220389,0,0,2,95,8,990000,99----,0,99,,,,,2001
220390,454026,16280,1562,97,8,000000,------,123938,00,,,00,,2001
220391,648,33,5,97,8,110000,11----,152,11,,,11,,2001
220400,616,16,4,97,8,210000,21----,162,21,,,21,,2001
220409,816,21,4,97,8,220000,22----,208,22,,,22,,2001
220417,52462,1215,208,97,8,230000,23----,11862,23,,,23,,2001
220473,8577,237,23,97,8,310000,31----,1973,31,,,31,,2001
220492,1633,50,5,97,8,323000,323///,408,32,,,32,,2001
220506,0,0,4,97,8,332000,332///,0,33,,,33,,2001
220535,11177,185,19,97,8,420000,42----,2766,42,,,42,,2001
220587,48329,2069,260,97,8,440000,44----,13458,44,,,44,,2001
220671,7234,551,43,97,8,451000,451///,2516,45,,,45,,2001
220714,4346,225,21,97,8,480000,48----,1184,48,,,48,,2001
220761,7402,172,34,97,8,510000,51----,1651,51,,,51,,2001
220804,26360,300,52,97,8,520000,52----,7370,52,,,52,,2001
220843,27627,793,157,97,8,530000,53----,6727,53,,,53,,2001
220884,47343,832,232,97,8,540000,54----,10391,54,,,54,,2001
220954,10408,247,11,97,8,550000,55----,2862,55,,,55,,2001
220960,23966,986,111,97,8,560000,56----,5062,56,,,56,,2001
221011,8275,250,19,97,8,610000,61----,1953,61,,,61,,2001
221029,29943,707,67,97,8,620000,62----,6830,62,,,62,,2001
221067,35182,2469,41,97,8,710000,71----,16551,71,,,71,,2001
221101,91415,4792,170,97,8,720000,72----,27791,72,,,72,,2001
221130,18806,717,107,97,8,810000,81----,4903,81,,,81,,2001
221194,328,14,17,97,8,990000,99----,82,99,,,,,2001
221195,87524,4026,422,99,8,000000,------,20880,00,,,00,,2001
221196,0,0,3,99,8,110000,11----,0,11,,,11,,2001
221205,0,0,2,99,8,210000,21----,0,21,,,21,,2001
221214,1387,29,4,99,8,220000,22----,299,22,,,22,,2001
221225,3885,176,39,99,8,230000,23----,736,23,,,23,,2001
221271,20655,767,17,99,8,310000,31----,5250,31,,,31,,2001
221279,0,0,1,99,8,323000,323///,0,32,,,32,,2001
221291,0,0,1,99,8,332000,332///,0,33,,,33,,2001
221321,7248,330,27,99,8,420000,42----,1904,42,,,42,,2001
221364,16522,959,84,99,8,440000,44----,3898,44,,,44,,2001
221431,27,6,3,99,8,451000,451///,7,45,,,45,,2001
221466,1586,69,17,99,8,480000,48----,381,48,,,48,,2001
221487,0,0,2,99,8,492000,492///,0,49,,,49,,2001
221494,1591,73,10,99,8,510000,51----,434,51,,,51,,2001
221522,6740,223,31,99,8,520000,52----,1640,52,,,52,,2001
221549,770,42,12,99,8,530000,53----,182,53,,,53,,2001
221575,1852,106,36,99,8,540000,54----,520,54,,,54,,2001
221608,0,0,1,99,8,550000,55----,0,55,,,55,,2001
221613,756,52,9,99,8,560000,56----,146,56,,,56,,2001
221636,0,0,2,99,8,610000,61----,0,61,,,61,,2001
221644,14546,529,29,99,8,620000,62----,3308,62,,,62,,2001
221692,175,26,4,99,8,710000,71----,45,71,,,71,,2001
221705,3536,352,37,99,8,720000,72----,758,72,,,72,,2001
221724,2407,141,46,99,8,810000,81----,553,81,,,81,,2001
221771,0,0,1,99,8,950000,95----,0,95,,,95,,2001
221772,345,13,11,99,8,990000,99----,57,99,,,,,2001
221773,1120316,44636,3194,101,8,000000,------,266632,00,,,00,,2001
221774,0,0,1,101,8,110000,11----,0,11,,,11,,2001
221779,0,0,8,101,8,210000,21----,0,21,,,21,,2001
221795,23341,373,10,101,8,220000,22----,6520,22,,,22,,2001
221811,107730,3703,411,101,8,230000,23----,23345,23,,,23,,2001
221876,163401,4026,116,101,8,310000,31----,39794,31,,,31,,2001
221902,3403,75,7,101,8,321000,321///,1496,32,,,32,,2001
221958,0,0,7,101,8,331000,331///,0,33,,,33,,2001
222057,36032,1311,105,101,8,420000,42----,9049,42,,,42,,2001
222170,146394,7048,549,101,8,440000,44----,33903,44,,,44,,2001
222271,3702,310,33,101,8,451000,451///,872,45,,,45,,2001
222328,12397,459,74,101,8,480000,48----,2715,48,,,48,,2001
222377,1716,61,7,101,8,492000,492///,424,49,,,49,,2001
222392,31847,1002,45,101,8,510000,51----,7767,51,,,51,,2001
222431,53088,1738,198,101,8,520000,52----,12414,52,,,52,,2001
222477,16049,637,149,101,8,530000,53----,3472,53,,,53,,2001
222521,51077,1604,228,101,8,540000,54----,12981,54,,,54,,2001
222588,21499,640,21,101,8,550000,55----,5447,55,,,55,,2001
222595,52887,3087,136,101,8,560000,56----,12718,56,,,56,,2001
222655,3376,167,22,101,8,610000,61----,637,61,,,61,,2001
222679,282865,9894,375,101,8,620000,62----,67263,62,,,62,,2001
222765,8343,661,43,101,8,710000,71----,1824,71,,,71,,2001
222807,49322,5050,333,101,8,720000,72----,11412,72,,,72,,2001
222837,28066,1871,333,101,8,810000,81----,6779,81,,,81,,2001
222921,30805,1299,6,101,8,950000,95----,8154,95,,,95,,2001
222922,317,13,31,101,8,990000,99----,37,99,,,,,2001
222923,51742,1611,212,103,8,000000,------,12601,00,,,00,,2001
222924,0,0,3,103,8,110000,11----,0,11,,,11,,2001
222933,22326,407,24,103,8,210000,21----,5676,21,,,21,,2001
222951,2143,43,6,103,8,220000,22----,502,22,,,22,,2001
222961,5568,141,21,103,8,230000,23----,1457,23,,,23,,2001
222994,468,57,3,103,8,310000,31----,123,31,,,31,,2001
222999,0,0,2,103,8,339000,339///,0,33,,,33,,2001
223003,2372,51,7,103,8,420000,42----,626,42,,,42,,2001
223021,2714,192,32,103,8,440000,44----,625,44,,,44,,2001
223055,0,0,1,103,8,451000,451///,0,45,,,45,,2001
223076,0,0,9,103,8,480000,48----,0,48,,,48,,2001
223096,0,0,2,103,8,510000,51----,0,51,,,51,,2001
223105,0,0,6,103,8,520000,52----,0,52,,,52,,2001
223116,166,13,7,103,8,530000,53----,43,53,,,53,,2001
223134,879,37,16,103,8,540000,54----,136,54,,,54,,2001
223160,0,0,2,103,8,550000,55----,0,55,,,55,,2001
223165,0,0,6,103,8,560000,56----,0,56,,,56,,2001
223184,5229,264,14,103,8,620000,62----,1356,62,,,62,,2001
223212,25,3,3,103,8,710000,71----,5,71,,,71,,2001
223225,2852,163,23,103,8,720000,72----,425,72,,,72,,2001
223248,0,0,21,103,8,810000,81----,0,81,,,81,,2001
223286,0,0,1,103,8,950000,95----,0,95,,,95,,2001
223287,96,2,6,103,8,990000,99----,10,99,,,,,2001
223288,58103,2748,398,105,8,000000,------,13519,00,,,00,,2001
223289,4036,215,13,105,8,110000,11----,770,11,,,11,,2001
223302,0,0,1,105,8,210000,21----,0,21,,,21,,2001
223307,0,0,5,105,8,220000,22----,0,22,,,22,,2001
223317,4188,163,36,105,8,230000,23----,846,23,,,23,,2001
223357,3983,156,10,105,8,310000,31----,955,31,,,31,,2001
223362,2084,88,3,105,8,321000,321///,525,32,,,32,,2001
223373,0,0,2,105,8,332000,332///,0,33,,,33,,2001
223385,10917,457,30,105,8,420000,42----,2683,42,,,42,,2001
223427,10528,530,76,105,8,440000,44----,2705,44,,,44,,2001
223491,0,0,1,105,8,451000,451///,0,45,,,45,,2001
223526,105,14,5,105,8,480000,48----,46,48,,,48,,2001
223540,1018,50,10,105,8,510000,51----,256,51,,,51,,2001
223562,4609,158,20,105,8,520000,52----,1167,52,,,52,,2001
223587,636,48,20,105,8,530000,53----,154,53,,,53,,2001
223604,1720,61,22,105,8,540000,54----,380,54,,,54,,2001
223626,347,21,11,105,8,560000,56----,78,56,,,56,,2001
223648,0,0,1,105,8,610000,61----,0,61,,,61,,2001
223653,6648,317,35,105,8,620000,62----,1480,62,,,62,,2001
223706,570,36,10,105,8,710000,71----,100,71,,,71,,2001
223721,3663,303,43,105,8,720000,72----,674,72,,,72,,2001
223747,1749,121,46,105,8,810000,81----,409,81,,,81,,2001
223789,63,7,4,105,8,990000,99----,14,99,,,,,2001
223790,520138,17592,1371,107,8,000000,------,136642,00,,,00,,2001
223791,0,0,5,107,8,110000,11----,0,11,,,11,,2001
223804,0,0,10,107,8,210000,21----,0,21,,,21,,2001
223823,9984,154,3,107,8,220000,22----,2220,22,,,22,,2001
223831,276297,6142,337,107,8,230000,23----,70888,23,,,23,,2001
223897,5742,299,40,107,8,310000,31----,1248,31,,,31,,2001
223928,0,0,4,107,8,321000,321///,0,32,,,32,,2001
223955,0,0,3,107,8,332000,332///,0,33,,,33,,2001
223986,9612,287,37,107,8,420000,42----,2249,42,,,42,,2001
224058,33064,1778,195,107,8,440000,44----,8575,44,,,44,,2001
224152,0,0,27,107,8,451000,451///,0,45,,,45,,2001
224201,5366,357,28,107,8,480000,48----,1763,48,,,48,,2001
224243,0,0,2,107,8,492000,492///,0,49,,,49,,2001
224250,4901,164,18,107,8,510000,51----,1276,51,,,51,,2001
224286,10107,220,43,107,8,520000,52----,2218,52,,,52,,2001
224323,14822,844,96,107,8,530000,53----,4348,53,,,53,,2001
224367,14447,450,129,107,8,540000,54----,3299,54,,,54,,2001
224424,3901,50,4,107,8,550000,55----,1183,55,,,55,,2001
224431,8874,438,75,107,8,560000,56----,2144,56,,,56,,2001
224483,4767,273,11,107,8,610000,61----,1394,61,,,61,,2001
224499,31783,938,82,107,8,620000,62----,6788,62,,,62,,2001
224555,16409,1258,37,107,8,710000,71----,6992,71,,,71,,2001
224588,32932,3057,124,107,8,720000,72----,10450,72,,,72,,2001
224620,8215,401,84,107,8,810000,81----,2205,81,,,81,,2001
224689,0,0,2,107,8,950000,95----,0,95,,,95,,2001
224690,0,0,11,107,8,990000,99----,0,99,,,,,2001
224691,12346,676,119,109,8,000000,------,2727,00,,,00,,2001
224692,0,0,2,109,8,110000,11----,0,11,,,11,,2001
224698,0,0,2,109,8,210000,21----,0,21,,,21,,2001
224703,0,0,1,109,8,220000,22----,0,22,,,22,,2001
224708,808,38,17,109,8,230000,23----,143,23,,,23,,2001
224734,949,47,6,109,8,310000,31----,229,31,,,31,,2001
224739,0,0,1,109,8,321000,321///,0,32,,,32,,2001
224751,0,0,1,109,8,332000,332///,0,33,,,33,,2001
224759,2944,185,10,109,8,420000,42----,765,42,,,42,,2001
224777,2885,130,24,109,8,440000,44----,551,44,,,44,,2001
224815,0,0,2,109,8,452000,452///,0,45,,,45,,2001
224826,309,37,7,109,8,480000,48----,86,48,,,48,,2001
224838,0,0,1,109,8,493000,493///,0,49,,,49,,2001
224842,0,0,1,109,8,510000,51----,0,51,,,51,,2001
224847,352,20,4,109,8,520000,52----,86,52,,,52,,2001
224859,0,0,2,109,8,530000,53----,0,53,,,53,,2001
224867,0,0,2,109,8,540000,54----,0,54,,,54,,2001
224875,23,1,3,109,8,560000,56----,3,56,,,56,,2001
224884,0,0,1,109,8,610000,61----,0,61,,,61,,2001
224889,0,0,7,109,8,620000,62----,0,62,,,62,,2001
224901,471,52,12,109,8,720000,72----,101,72,,,72,,2001
224920,932,51,14,109,8,810000,81----,200,81,,,81,,2001
224942,145,26,4,109,8,990000,99----,110,99,,,,,2001
224943,2116,74,49,111,8,000000,------,262,00,,,00,,2001
224944,0,0,4,111,8,210000,21----,0,21,,,21,,2001
224958,0,0,5,111,8,230000,23----,0,23,,,23,,2001
224972,0,0,1,111,8,310000,31----,0,31,,,31,,2001
224977,0,0,13,111,8,440000,44----,0,44,,,44,,2001
224996,0,0,1,111,8,451000,451///,0,45,,,45,,2001
225004,0,0,1,111,8,530000,53----,0,53,,,53,,2001
225009,0,0,1,111,8,540000,54----,0,54,,,54,,2001
225014,0,0,1,111,8,560000,56----,0,56,,,56,,2001
225019,0,0,1,111,8,620000,62----,0,62,,,62,,2001
225024,0,0,4,111,8,710000,71----,0,71,,,71,,2001
225037,0,0,16,111,8,720000,72----,0,72,,,72,,2001
225055,0,0,1,111,8,810000,81----,0,81,,,81,,2001
225060,0,0,1,111,8,990000,99----,0,99,,,,,2001
225061,107825,4834,542,113,8,000000,------,27627,00,,,00,,2001
225062,0,0,3,113,8,110000,11----,0,11,,,11,,2001
225075,630,27,3,113,8,210000,21----,145,21,,,21,,2001
225082,0,0,3,113,8,220000,22----,0,22,,,22,,2001
225093,29403,761,113,113,8,230000,23----,6464,23,,,23,,2001
225144,4445,120,11,113,8,310000,31----,827,31,,,31,,2001
225154,0,0,1,113,8,321000,321///,0,32,,,32,,2001
225166,0,0,1,113,8,334000,334///,0,33,,,33,,2001
225178,0,0,2,113,8,420000,42----,0,42,,,42,,2001
225187,8326,503,74,113,8,440000,44----,2305,44,,,44,,2001
225251,1963,154,19,113,8,451000,451///,742,45,,,45,,2001
225277,406,24,4,113,8,480000,48----,115,48,,,48,,2001
225294,2054,106,13,113,8,510000,51----,746,51,,,51,,2001
225317,3249,88,16,113,8,520000,52----,807,52,,,52,,2001
225338,6159,210,50,113,8,530000,53----,1288,53,,,53,,2001
225371,6426,160,59,113,8,540000,54----,1413,54,,,54,,2001
225419,0,0,1,113,8,550000,55----,0,55,,,55,,2001
225424,5594,196,33,113,8,560000,56----,856,56,,,56,,2001
225465,1186,43,7,113,8,610000,61----,222,61,,,61,,2001
225478,2151,83,17,113,8,620000,62----,521,62,,,62,,2001
225505,12090,830,22,113,8,710000,71----,3832,71,,,71,,2001
225529,19277,1355,71,113,8,720000,72----,6145,72,,,72,,2001
225553,4288,258,32,113,8,810000,81----,1424,81,,,81,,2001
225603,268,6,8,113,8,990000,99----,25,99,,,,,2001
225604,8769,483,89,115,8,000000,------,2155,00,,,00,,2001
225605,0,0,1,115,8,110000,11----,0,11,,,11,,2001
225610,0,0,2,115,8,220000,22----,0,22,,,22,,2001
225618,303,16,7,115,8,230000,23----,73,23,,,23,,2001
225633,0,0,2,115,8,310000,31----,0,31,,,31,,2001
225634,0,0,1,115,8,325000,325///,0,32,,,32,,2001
225638,0,0,1,115,8,333000,333///,0,33,,,33,,2001
225642,1407,62,12,115,8,420000,42----,349,42,,,42,,2001
225665,1584,106,14,115,8,440000,44----,391,44,,,44,,2001
225700,0,0,1,115,8,452000,452///,0,45,,,45,,2001
225708,109,2,3,115,8,480000,48----,13,48,,,48,,2001
225718,0,0,3,115,8,510000,51----,0,51,,,51,,2001
225731,0,0,6,115,8,520000,52----,0,52,,,52,,2001
225744,0,0,1,115,8,530000,53----,0,53,,,53,,2001
225749,159,7,3,115,8,540000,54----,42,54,,,54,,2001
225757,0,0,5,115,8,560000,56----,0,56,,,56,,2001
225767,0,0,1,115,8,610000,61----,0,61,,,61,,2001
225772,2804,131,6,115,8,620000,62----,753,62,,,62,,2001
225795,0,0,1,115,8,710000,71----,0,71,,,71,,2001
225800,536,58,10,115,8,720000,72----,125,72,,,72,,2001
225812,252,22,11,115,8,810000,81----,57,81,,,81,,2001
225837,0,0,1,115,8,990000,99----,0,99,,,,,2001
225838,421228,19991,1888,117,8,000000,------,110226,00,,,00,,2001
225839,719,9,6,117,8,110000,11----,61,11,,,11,,2001
225858,0,0,1,117,8,210000,21----,0,21,,,21,,2001
225863,0,0,4,117,8,220000,22----,0,22,,,22,,2001
225871,67820,1559,381,117,8,230000,23----,13610,23,,,23,,2001
225939,4920,136,33,117,8,310000,31----,921,31,,,31,,2001
225959,0,0,2,117,8,321000,321///,0,32,,,32,,2001
225984,0,0,1,117,8,334000,334///,0,33,,,33,,2001
226009,5427,167,40,117,8,420000,42----,1321,42,,,42,,2001
226066,62610,3339,378,117,8,440000,44----,16646,44,,,44,,2001
226164,8550,777,78,117,8,451000,451///,3085,45,,,45,,2001
226213,3334,181,19,117,8,480000,48----,1000,48,,,48,,2001
226234,0,0,3,117,8,492000,492///,0,49,,,49,,2001
226241,7355,189,34,117,8,510000,51----,1885,51,,,51,,2001
226286,12534,283,47,117,8,520000,52----,2791,52,,,52,,2001
226317,35082,1274,199,117,8,530000,53----,9092,53,,,53,,2001
226357,24115,625,173,117,8,540000,54----,5563,54,,,54,,2001
226418,7567,114,9,117,8,550000,55----,1421,55,,,55,,2001
226424,20825,784,121,117,8,560000,56----,5084,56,,,56,,2001
226480,1815,140,12,117,8,610000,61----,530,61,,,61,,2001
226499,15619,562,60,117,8,620000,62----,3738,62,,,62,,2001
226538,33450,2398,38,117,8,710000,71----,10610,71,,,71,,2001
226583,102108,7632,197,117,8,720000,72----,32012,72,,,72,,2001
226613,11865,522,119,117,8,810000,81----,3082,81,,,81,,2001
226677,0,0,2,117,8,950000,95----,0,95,,,95,,2001
226678,0,0,15,117,8,990000,99----,0,99,,,,,2001
226679,133047,5451,631,119,8,000000,------,31646,00,,,00,,2001
226680,0,0,2,119,8,110000,11----,0,11,,,11,,2001
226685,0,0,2,119,8,210000,21----,0,21,,,21,,2001
226694,0,0,8,119,8,220000,22----,0,22,,,22,,2001
226705,9409,405,127,119,8,230000,23----,2003,23,,,23,,2001
226767,2338,83,20,119,8,310000,31----,582,31,,,31,,2001
226772,0,0,1,119,8,323000,323///,0,32,,,32,,2001
226783,0,0,7,119,8,332000,332///,0,33,,,33,,2001
226824,807,37,16,119,8,420000,42----,198,42,,,42,,2001
226863,12797,663,76,119,8,440000,44----,3175,44,,,44,,2001
226927,154,5,4,119,8,451000,451///,38,45,,,45,,2001
226966,1728,88,13,119,8,480000,48----,429,48,,,48,,2001
227002,2050,64,13,119,8,510000,51----,477,51,,,51,,2001
227026,11797,270,27,119,8,520000,52----,2694,52,,,52,,2001
227060,4907,274,56,119,8,530000,53----,1088,53,,,53,,2001
227089,17206,362,66,119,8,540000,54----,3788,54,,,54,,2001
227137,907,62,18,119,8,560000,56----,211,56,,,56,,2001
227164,1727,73,5,119,8,610000,61----,293,61,,,61,,2001
227181,4508,247,40,119,8,620000,62----,1062,62,,,62,,2001
227224,18141,707,26,119,8,710000,71----,4358,71,,,71,,2001
227254,26319,1535,56,119,8,720000,72----,6931,72,,,72,,2001
227281,3834,244,52,119,8,810000,81----,831,81,,,81,,2001
227336,0,0,8,119,8,990000,99----,0,99,,,,,2001
227337,14933,732,107,121,8,000000,------,3610,00,,,00,,2001
227338,0,0,1,121,8,110000,11----,0,11,,,11,,2001
227343,96,3,3,121,8,210000,21----,19,21,,,21,,2001
227352,0,0,1,121,8,220000,22----,0,22,,,22,,2001
227357,863,49,11,121,8,230000,23----,193,23,,,23,,2001
227381,0,0,5,121,8,310000,31----,0,31,,,31,,2001
227389,0,0,2,121,8,332000,332///,0,33,,,33,,2001
227400,3340,145,10,121,8,420000,42----,795,42,,,42,,2001
227415,3067,154,19,121,8,440000,44----,738,44,,,44,,2001
227450,0,0,1,121,8,452000,452///,0,45,,,45,,2001
227462,319,20,12,121,8,480000,48----,105,48,,,48,,2001
227480,0,0,1,121,8,510000,51----,0,51,,,51,,2001
227485,777,30,6,121,8,520000,52----,185,52,,,52,,2001
227498,290,14,3,121,8,530000,53----,66,53,,,53,,2001
227510,272,16,9,121,8,540000,54----,67,54,,,54,,2001
227531,258,15,5,121,8,560000,56----,58,56,,,56,,2001
227544,1227,82,5,121,8,620000,62----,307,62,,,62,,2001
227559,0,0,2,121,8,710000,71----,0,71,,,71,,2001
227566,227,51,5,121,8,720000,72----,75,72,,,72,,2001
227574,186,21,8,121,8,810000,81----,39,81,,,81,,2001
227595,0,0,1,121,8,990000,99----,0,99,,,,,2001
227596,1783538,58214,4281,123,8,000000,------,411721,00,,,00,,2001
227597,1875,65,20,123,8,110000,11----,458,11,,,11,,2001
227609,36376,799,55,123,8,210000,21----,7790,21,,,21,,2001
227630,16209,299,17,123,8,220000,22----,4215,22,,,22,,2001
227643,327866,7898,736,123,8,230000,23----,68223,23,,,23,,2001
227711,340096,9809,240,123,8,310000,31----,84159,31,,,31,,2001
227776,9795,384,13,123,8,321000,321///,2020,32,,,32,,2001
227860,0,0,2,123,8,331000,331///,0,33,,,33,,2001
228009,103175,3005,235,123,8,420000,42----,25810,42,,,42,,2001
228133,177914,8227,563,123,8,440000,44----,41361,44,,,44,,2001
228242,4572,313,39,123,8,451000,451///,1046,45,,,45,,2001
228302,44169,1463,224,123,8,480000,48----,9687,48,,,48,,2001
228350,2373,85,13,123,8,492000,492///,567,49,,,49,,2001
228367,22109,687,57,123,8,510000,51----,5200,51,,,51,,2001
228422,175734,3939,230,123,8,520000,52----,41631,52,,,52,,2001
228469,17158,762,175,123,8,530000,53----,3664,53,,,53,,2001
228516,65730,2010,346,123,8,540000,54----,15235,54,,,54,,2001
228589,85645,1556,25,123,8,550000,55----,20828,55,,,55,,2001
228595,82685,3985,222,123,8,560000,56----,18389,56,,,56,,2001
228661,8571,273,32,123,8,610000,61----,1921,61,,,61,,2001
228688,183083,5899,297,123,8,620000,62----,41725,62,,,62,,2001
228768,6402,562,50,123,8,710000,71----,1449,71,,,71,,2001
228802,45833,4658,310,123,8,720000,72----,10126,72,,,72,,2001
228835,39429,2210,387,123,8,810000,81----,9284,81,,,81,,2001
228921,1641,48,6,123,8,950000,95----,384,95,,,95,,2001
228922,1838,60,54,123,8,990000,99----,182,99,,,,,2001
228923,48538,2251,333,125,8,000000,------,11294,00,,,00,,2001
228924,180,16,6,125,8,110000,11----,33,11,,,11,,2001
228931,0,0,4,125,8,210000,21----,0,21,,,21,,2001
228940,0,0,2,125,8,220000,22----,0,22,,,22,,2001
228945,2141,97,32,125,8,230000,23----,492,23,,,23,,2001
228991,195,15,8,125,8,310000,31----,39,31,,,31,,2001
228996,21,3,3,125,8,323000,323///,3,32,,,32,,2001
229004,0,0,2,125,8,332000,332///,0,33,,,33,,2001
229015,6834,299,29,125,8,420000,42----,1652,42,,,42,,2001
229048,8962,506,65,125,8,440000,44----,2062,44,,,44,,2001
229113,0,0,1,125,8,451000,451///,0,45,,,45,,2001
229140,484,17,10,125,8,480000,48----,106,48,,,48,,2001
229158,863,37,7,125,8,510000,51----,218,51,,,51,,2001
229173,3182,108,21,125,8,520000,52----,814,52,,,52,,2001
229195,113,5,5,125,8,530000,53----,23,53,,,53,,2001
229208,1477,64,22,125,8,540000,54----,367,54,,,54,,2001
229234,0,0,1,125,8,550000,55----,0,55,,,55,,2001
229239,258,17,7,125,8,560000,56----,51,56,,,56,,2001
229256,0,0,1,125,8,610000,61----,0,61,,,61,,2001
229261,10105,463,21,125,8,620000,62----,2311,62,,,62,,2001
229306,492,29,8,125,8,710000,71----,94,71,,,71,,2001
229321,1754,248,28,125,8,720000,72----,411,72,,,72,,2001
229337,1596,114,41,125,8,810000,81----,367,81,,,81,,2001
229379,0,0,15,125,8,990000,99----,0,99,,,,,2001
229380,785291,28788,116,999,8,000000,------,205398,00,,,00,,2001
229381,93850,2007,61,999,8,210000,21----,23795,21,,,21,,2001
229394,0,0,2,999,8,230000,23----,0,23,,,23,,2001
229402,13533,145,17,999,8,420000,42----,3180,42,,,42,,2001
229432,0,0,2,999,8,440000,44----,0,44,,,44,,2001
229437,0,0,1,999,8,454000,454///,0,45,,,45,,2001
229441,0,0,3,999,8,480000,48----,0,48,,,48,,2001
229453,0,0,2,999,8,510000,51----,0,51,,,51,,2001
229462,0,0,10,999,8,520000,52----,0,52,,,52,,2001
229480,5923,156,7,999,8,540000,54----,1445,54,,,54,,2001
229496,0,0,3,999,8,550000,55----,0,55,,,55,,2001
229501,630401,26001,8,999,8,560000,56----,167555,56,,,56,,2001
229514,0,0,1,999,8,610000,61----,0,61,,,61,,2001
188988,4092019,123297,7727,1,8,000000,------,987743,00,,,00,,2003
188989,559,38,5,1,8,110000,11----,360,11,,,11,,2003
188997,17080,346,32,1,8,210000,21----,4161,21,,,21,,2003
189017,42097,683,12,1,8,220000,22----,10587,22,,,22,,2003
189030,646621,16755,1153,1,8,230000,23----,143961,23,,,23,,2003
189103,445425,11352,411,1,8,310000,31----,112097,31,,,31,,2003
189161,17957,516,23,1,8,321000,321///,4494,32,,,32,,2003
189271,0,0,3,1,8,331000,331///,0,33,,,33,,2003
189453,633262,15340,716,1,8,420000,42----,158687,42,,,42,,2003
189606,387292,15696,976,1,8,440000,44----,90660,44,,,44,,2003
189714,7966,561,51,1,8,451000,451///,1945,45,,,45,,2003
189776,435271,12386,442,1,8,480000,48----,104422,48,,,48,,2003
189840,102466,3420,34,1,8,492000,492///,25768,49,,,49,,2003
189857,172252,4517,117,1,8,510000,51----,43508,51,,,51,,2003
189916,120946,3423,426,1,8,520000,52----,30139,52,,,52,,2003
189977,79479,2666,421,1,8,530000,53----,19423,53,,,53,,2003
190031,145312,3361,563,1,8,540000,54----,35140,54,,,54,,2003
190114,159626,2305,45,1,8,550000,55----,45569,55,,,55,,2003
190121,197427,8084,427,1,8,560000,56----,45602,56,,,56,,2003
190204,29139,1002,75,1,8,610000,61----,6370,61,,,61,,2003
190238,312727,9025,476,1,8,620000,62----,72395,62,,,62,,2003
190323,16276,1108,70,1,8,710000,71----,3909,71,,,71,,2003
190360,119407,9756,575,1,8,720000,72----,28432,72,,,72,,2003
190387,131648,5431,768,1,8,810000,81----,32264,81,,,81,,2003
190479,173,23,17,1,8,990000,99----,57,99,,,,,2003
190480,124042,5346,529,3,8,000000,------,29659,00,,,00,,2003
190481,2259,93,4,3,8,210000,21----,759,21,,,21,,2003
190495,0,0,3,3,8,220000,22----,0,22,,,22,,2003
190503,12166,382,43,3,8,230000,23----,2732,23,,,23,,2003
190552,1845,90,15,3,8,310000,31----,451,31,,,31,,2003
190566,0,0,1,3,8,321000,321///,0,32,,,32,,2003
190586,0,0,2,3,8,332000,332///,0,33,,,33,,2003
190600,6260,217,26,3,8,420000,42----,1694,42,,,42,,2003
190642,24378,1186,94,3,8,440000,44----,5912,44,,,44,,2003
190722,112,13,4,3,8,451000,451///,25,45,,,45,,2003
190765,3605,129,21,3,8,480000,48----,852,48,,,48,,2003
190794,0,0,3,3,8,492000,492///,0,49,,,49,,2003
190798,0,0,12,3,8,510000,51----,0,51,,,51,,2003
190828,10189,265,38,3,8,520000,52----,2383,52,,,52,,2003
190864,2256,107,28,3,8,530000,53----,509,53,,,53,,2003
190894,6356,223,45,3,8,540000,54----,1451,54,,,54,,2003
190928,0,0,3,3,8,550000,55----,0,55,,,55,,2003
190933,1236,44,20,3,8,560000,56----,215,56,,,56,,2003
190967,1042,51,6,3,8,610000,61----,260,61,,,61,,2003
