,cty,resid,total,year,non_resid,res_rate,nonres_rate,res_val,nonres_val
195,Adams,705269720.0,1632609350.0,1993.0,927339630.0,0.1286,0.29,5484212441.679627,3197722862.068966
196,Adams,742865190.0,1684395240.0,1994.0,941530050.0,0.1286,0.29,5776556687.4028,3246655344.8275867
197,Adams,813385250.0,1814600930.0,1995.0,1001215680.0,0.1036,0.29,7851208976.833977,3452467862.068966
198,Adams,853089120.0,1898365960.0,1996.0,1045276840.0,0.1036,0.29,8234450965.250965,3604402896.5517244
199,Adams,955203880.0,2094081960.0,1997.0,1138878080.0,0.0974,0.29,9807021355.23614,3927165793.1034484
320,Adams,1003073550.0,2204397180.0,1998.0,1201323630.0,0.0974,0.29,10298496406.570843,4142495275.862069
384,Adams,1181599650.0,2552946760.0,1999.0,1371347110.0,0.0974,0.29,12131413244.353182,4728783137.931035
448,Adams,1257611690.0,2706528490.0,2000.0,1448916800.0,0.0974,0.29,12911824332.64887,4996264827.586207
512,Adams,1568125310.0,3301114460.0,2001.0,1732989150.0,0.0915,0.29,17137981530.054646,5975824655.172414
576,Adams,1581702560.0,3343110670.0,2002.0,1761408110.0,0.0915,0.29,17286366775.956284,6073821068.965518
640,Adams,1730702090.0,3609794180.0,2003.0,1879092090.0,0.0796,0.29,21742488567.839195,6479627896.551724
704,Adams,1824215350.0,3765774100.0,2004.0,1941558750.0,0.0796,0.29,22917278266.331657,6695030172.413794
768,Adams,2005601680.0,4118305220.0,2005.0,2112703540.0,0.0796,0.29,25196001005.025124,7285184620.689655
832,Adams,2090024670.0,4246997040.0,2006.0,2156972370.0,0.0796,0.29,26256591331.65829,7437835758.62069
896,Adams,2136421180.0,4524060000.0,2007.0,2387638820.0,0.0796,0.29,26839462060.301506,8233237310.344829
960,Adams,2177583150.0,4659254010.0,2008.0,2481670860.0,0.0796,0.29,27356572236.180904,8557485724.137932
1024,Adams,2005689060.0,4598155740.0,2009.0,2592466680.0,0.0796,0.29,25197098743.71859,8939540275.86207
1088,Adams,2015295810.0,4601619680.0,2010.0,2586323870.0,0.0796,0.29,25317786557.788944,8918358172.413794
1152,Adams,1966947450.0,4568563790.0,2011.0,2601616340.0,0.0796,0.29,24710395100.50251,8971090827.586208
1216,Adams,1983416840.0,4622808830.0,2012.0,2639391990.0,0.0796,0.29,24917296984.92462,9101351689.655172
35,Alamosa,20978680.0,64233640.0,1993.0,43254960.0,0.1286,0.29,163131259.72006223,149155034.48275864
36,Alamosa,21551860.0,68170650.0,1994.0,46618790.0,0.1286,0.29,167588335.92534992,160754448.27586207
37,Alamosa,21090890.0,68533240.0,1995.0,47442350.0,0.1036,0.29,203580019.30501932,163594310.3448276
38,Alamosa,22275310.0,70148290.0,1996.0,47872980.0,0.1036,0.29,215012644.7876448,165079241.37931037
39,Alamosa,25394010.0,78460170.0,1997.0,53066160.0,0.0974,0.29,260718788.5010267,182986758.62068966
321,Alamosa,26214120.0,81288350.0,1998.0,55074230.0,0.0974,0.29,269138809.0349076,189911137.9310345
385,Alamosa,29715900.0,88056760.0,1999.0,58340860.0,0.0974,0.29,305091375.77002054,201175379.31034485
449,Alamosa,30653970.0,92072460.0,2000.0,61418490.0,0.0974,0.29,314722484.59958935,211787896.55172417
513,Alamosa,33900440.0,99209940.0,2001.0,65309500.0,0.0915,0.29,370496612.0218579,225205172.41379312
577,Alamosa,34958800.0,105082050.0,2002.0,70123250.0,0.0915,0.29,382063387.9781421,241804310.3448276
641,Alamosa,32428230.0,105710210.0,2003.0,73281980.0,0.0796,0.29,407389824.12060297,252696482.7586207
705,Alamosa,33207320.0,105759120.0,2004.0,72551800.0,0.0796,0.29,417177386.93467337,250178620.68965518
769,Alamosa,35231910.0,113201810.0,2005.0,77969900.0,0.0796,0.29,442611934.6733668,268861724.13793105
833,Alamosa,36344730.0,115502520.0,2006.0,79157790.0,0.0796,0.29,456592085.42713565,272957896.55172414
897,Alamosa,43989700.0,128487250.0,2007.0,84497550.0,0.0796,0.29,552634422.1105528,291370862.06896555
961,Alamosa,45135218.0,131937947.0,2008.0,86802729.0,0.0796,0.29,567025351.758794,299319755.1724138
1025,Alamosa,49620684.0,144285542.0,2009.0,94664858.0,0.0796,0.29,623375427.1356784,326430544.82758623
1089,Alamosa,49791969.0,142978579.0,2010.0,93186610.0,0.0796,0.29,625527248.7437185,321333137.9310345
1153,Alamosa,50715636.0,147822295.0,2011.0,97106659.0,0.0796,0.29,637131105.5276382,334850548.2758621
1217,Alamosa,51319469.0,150635429.0,2012.0,99315960.0,0.0796,0.29,644716947.2361809,342468827.5862069
150,Arapahoe,1716659900.0,3132892890.0,1993.0,1416232990.0,0.1286,0.29,13348832814.930016,4883562034.4827585
151,Arapahoe,1775102720.0,3172018980.0,1994.0,1396916260.0,0.1286,0.29,13803287091.757387,4816952620.689655
152,Arapahoe,1909049660.0,3431555260.0,1995.0,1522505600.0,0.1036,0.29,18427120270.27027,5250019310.344828
153,Arapahoe,1959244590.0,3572313810.0,1996.0,1613069220.0,0.1036,0.29,18911627316.602318,5562307655.172414
154,Arapahoe,2111998320.0,4154999890.0,1997.0,2043001570.0,0.0974,0.29,21683760985.62628,7044833000.000001
322,Arapahoe,2171015020.0,4299477620.0,1998.0,2128462600.0,0.0974,0.29,22289681930.184803,7339526206.896552
386,Arapahoe,2498090430.0,5339974370.0,1999.0,2841883940.0,0.0974,0.29,25647745687.88501,9799599793.103449
450,Arapahoe,2592694970.0,5563291240.0,2000.0,2970596270.0,0.0974,0.29,26619044866.529774,10243435413.793104
514,Arapahoe,3266624560.0,6603331570.0,2001.0,3336707010.0,0.0915,0.29,35700814863.38798,11505886241.37931
578,Arapahoe,3391718970.0,6710546210.0,2002.0,3318827240.0,0.0915,0.29,37067966885.2459,11444231862.068966
642,Arapahoe,3442883070.0,6586625570.0,2003.0,3143742500.0,0.0796,0.29,43252299874.37186,10840491379.310345
706,Arapahoe,3525994730.0,6655682660.0,2004.0,3129687930.0,0.0796,0.29,44296416206.03015,10792027344.827587
770,Arapahoe,3694072400.0,6792660190.0,2005.0,3098587790.0,0.0796,0.29,46407944723.61809,10684785482.758621
834,Arapahoe,3793975220.0,6921051070.0,2006.0,3127075850.0,0.0796,0.29,47663005276.381905,10783020172.413794
898,Arapahoe,4150158740.0,7686129630.0,2007.0,3535970890.0,0.0796,0.29,52137672613.06532,12193003068.965519
962,Arapahoe,4233898200.0,7798433580.0,2008.0,3564535380.0,0.0796,0.29,53189675879.39698,12291501310.344828
1026,Arapahoe,3955280450.0,7959760080.0,2009.0,4004479630.0,0.0796,0.29,49689452889.447235,13808550448.275864
1090,Arapahoe,3988026170.0,7963447430.0,2010.0,3975421260.0,0.0796,0.29,50100831281.407036,13708349172.413794
1154,Arapahoe,3774652610.0,7428001820.0,2011.0,3653349210.0,0.0796,0.29,47420258919.597984,12597755896.551725
1218,Arapahoe,3794965820.0,7461738443.0,2012.0,3666772623.0,0.0796,0.29,47675450000.0,12644043527.586208
125,Archuleta,30597430.0,76118050.0,1993.0,45520620.0,0.1286,0.29,237927138.41368586,156967655.1724138
126,Archuleta,32836390.0,81208910.0,1994.0,48372520.0,0.1286,0.29,255337402.79937792,166801793.1034483
127,Archuleta,33917800.0,86432200.0,1995.0,52514400.0,0.1036,0.29,327391891.8918919,181084137.9310345
128,Archuleta,37699410.0,89800830.0,1996.0,52101420.0,0.1036,0.29,363893918.9189189,179660068.96551725
129,Archuleta,45689230.0,114509650.0,1997.0,68820420.0,0.0974,0.29,469088603.69609857,237311793.1034483
323,Archuleta,49297820.0,119544390.0,1998.0,70246570.0,0.0974,0.29,506137782.3408624,242229551.72413796
387,Archuleta,64631010.0,149999050.0,1999.0,85368040.0,0.0974,0.29,663562731.0061601,294372551.72413796
451,Archuleta,70076890.0,158022040.0,2000.0,87945150.0,0.0974,0.29,719475256.6735113,303259137.9310345
515,Archuleta,75223560.0,174584450.0,2001.0,99360890.0,0.0915,0.29,822115409.8360656,342623758.6206897
579,Archuleta,82814290.0,181921540.0,2002.0,99107250.0,0.0915,0.29,905074207.6502732,341749137.9310345
643,Archuleta,105798510.0,215807660.0,2003.0,110009150.0,0.0796,0.29,1329127010.0502512,379341896.55172414
707,Archuleta,88496590.0,200080180.0,2004.0,111583590.0,0.0796,0.29,1111766206.0301507,384771000.0
771,Archuleta,98480117.0,235870463.0,2005.0,137390346.0,0.0796,0.29,1237187399.4974873,473759813.79310346
835,Archuleta,104152898.0,247311199.0,2006.0,143158301.0,0.0796,0.29,1308453492.4623115,493649313.79310346
899,Archuleta,147711828.0,355944315.0,2007.0,208232487.0,0.0796,0.29,1855676231.155779,718043058.6206897
963,Archuleta,154783786.0,362558333.0,2008.0,207774547.0,0.0796,0.29,1944519924.6231155,716463955.1724138
1027,Archuleta,185556060.0,423737130.0,2009.0,238181070.0,0.0796,0.29,2331106281.407035,821314034.4827586
1091,Archuleta,190620740.0,424772749.0,2010.0,234152009.0,0.0796,0.29,2394732914.572864,807420720.6896552
1155,Archuleta,141203890.0,323396290.0,2011.0,182192400.0,0.0796,0.29,1773918216.080402,628249655.1724138
1219,Archuleta,142763050.0,317017350.0,2012.0,174254300.0,0.0796,0.29,1793505653.2663317,600876896.5517242
275,Baca,5911150.0,51361180.0,1993.0,45450030.0,0.1286,0.29,45965396.578538105,156724241.37931037
276,Baca,5993700.0,53287060.0,1994.0,47293360.0,0.1286,0.29,46607309.48678072,163080551.72413793
277,Baca,5059020.0,50336010.0,1995.0,45276990.0,0.1036,0.29,48832239.38223939,156127551.72413793
278,Baca,5130700.0,59091610.0,1996.0,53960910.0,0.1036,0.29,49524131.274131276,186072103.44827586
279,Baca,5000220.0,56408320.0,1997.0,51408100.0,0.0974,0.29,51336960.98562628,177269310.3448276
324,Baca,5105030.0,55866190.0,1998.0,50761160.0,0.0974,0.29,52413039.01437372,175038482.7586207
388,Baca,5498050.0,53602370.0,1999.0,48104320.0,0.0974,0.29,56448151.950718686,165876965.5172414
452,Baca,5670910.0,55614440.0,2000.0,49943530.0,0.0974,0.29,58222895.27720739,172219068.96551725
516,Baca,5703500.0,60725750.0,2001.0,55022250.0,0.0915,0.29,62333333.333333336,189731896.55172417
580,Baca,5755450.0,59352160.0,2002.0,53596710.0,0.0915,0.29,62901092.89617486,184816241.37931037
644,Baca,5581630.0,57879070.0,2003.0,52297440.0,0.0796,0.29,70120979.89949748,180336000.0
708,Baca,5703092.0,60686083.0,2004.0,54982991.0,0.0796,0.29,71646884.42211054,189596520.68965518
772,Baca,5598642.0,62394923.0,2005.0,56796281.0,0.0796,0.29,70334698.4924623,195849244.82758623
836,Baca,5687299.0,66828503.0,2006.0,61141204.0,0.0796,0.29,71448479.89949748,210831737.9310345
900,Baca,6219268.0,69716448.0,2007.0,63497180.0,0.0796,0.29,78131507.53768843,218955793.1034483
964,Baca,6266918.0,73307368.0,2008.0,67040450.0,0.0796,0.29,78730125.6281407,231173965.5172414
1028,Baca,6119320.0,76231123.0,2009.0,70111803.0,0.0796,0.29,76875879.39698492,241764837.9310345
1092,Baca,6184864.0,71484003.0,2010.0,65299139.0,0.0796,0.29,77699296.48241206,225169444.82758623
1156,Baca,6183130.0,74062461.0,2011.0,67879331.0,0.0796,0.29,77677512.56281407,234066658.62068966
1220,Baca,6263699.0,74259467.0,2012.0,67995768.0,0.0796,0.29,78689685.92964824,234468165.5172414
270,Bent,4673450.0,28948470.0,1993.0,24275020.0,0.1286,0.29,36340979.78227061,83706965.51724139
271,Bent,4755730.0,29854980.0,1994.0,25099250.0,0.1286,0.29,36980793.15707621,86549137.93103449
272,Bent,4391880.0,29418350.0,1995.0,25026470.0,0.1036,0.29,42392664.09266409,86298172.41379312
273,Bent,4497230.0,30977510.0,1996.0,26480280.0,0.1036,0.29,43409555.98455598,91311310.34482759
274,Bent,5443060.0,33294790.0,1997.0,27851730.0,0.0974,0.29,55883572.89527721,96040448.27586208
325,Bent,5722270.0,39673130.0,1998.0,33950860.0,0.0974,0.29,58750205.338809036,117071931.03448276
389,Bent,6614680.0,49533530.0,1999.0,42918850.0,0.0974,0.29,67912525.66735113,147996034.48275864
453,Bent,6723650.0,49814860.0,2000.0,43091210.0,0.0974,0.29,69031314.16837782,148590379.31034485
517,Bent,7036750.0,51498720.0,2001.0,44461970.0,0.0915,0.29,76904371.58469945,153317137.9310345
581,Bent,7161510.0,51851330.0,2002.0,44689820.0,0.0915,0.29,78267868.85245901,154102827.5862069
645,Bent,6598550.0,51212560.0,2003.0,44614010.0,0.0796,0.29,82896356.78391959,153841413.79310346
709,Bent,6624280.0,50995671.0,2004.0,44371391.0,0.0796,0.29,83219597.98994975,153004796.55172414
773,Bent,7553121.0,53040942.0,2005.0,45487821.0,0.0796,0.29,94888454.77386934,156854555.1724138
837,Bent,7668929.0,53526885.0,2006.0,45857956.0,0.0796,0.29,96343329.14572863,158130882.7586207
901,Bent,7698196.0,54783689.0,2007.0,47085493.0,0.0796,0.29,96711005.02512562,162363768.96551725
965,Bent,7751189.0,64831138.0,2008.0,57079949.0,0.0796,0.29,97376746.23115577,196827410.3448276
1029,Bent,7783383.0,73623746.0,2009.0,65840363.0,0.0796,0.29,97781193.46733668,227035734.48275864
1093,Bent,7780068.0,72463983.0,2010.0,64683915.0,0.0796,0.29,97739547.73869346,223047982.7586207
1157,Bent,7590317.0,74128217.0,2011.0,66537900.0,0.0796,0.29,95355741.20603015,229441034.48275864
1221,Bent,7611589.0,74468657.0,2012.0,66857068.0,0.0796,0.29,95622977.38693467,230541613.79310346
85,Boulder,1228130040.0,2329908020.0,1993.0,1101777980.0,0.1286,0.29,9550000311.041992,3799234413.7931037
86,Boulder,1290315030.0,2407763740.0,1994.0,1117448710.0,0.1286,0.29,10033553888.024883,3853271413.7931037
87,Boulder,1504176020.0,2748756900.0,1995.0,1244580880.0,0.1036,0.29,14519073552.123552,4291658206.896552
88,Boulder,1547128340.0,2863128020.0,1996.0,1315999680.0,0.1036,0.29,14933671235.521236,4537929931.034483
89,Boulder,1626447740.0,3084094990.0,1997.0,1457647250.0,0.0974,0.29,16698642094.455853,5026369827.586207
326,Boulder,1693346420.0,3239864830.0,1998.0,1546518410.0,0.0974,0.29,17385486858.316223,5332822103.4482765
390,Boulder,1941992840.0,3768263220.0,1999.0,1826270380.0,0.0974,0.29,19938324845.99589,6297484068.965518
454,Boulder,2022158310.0,4032012960.0,2000.0,2009854650.0,0.0974,0.29,20761378952.772076,6930533275.862069
518,Boulder,2392872760.0,4498863640.0,2001.0,2105990880.0,0.0915,0.29,26151614863.387978,7262037517.24138
582,Boulder,2451623234.0,4533134931.0,2002.0,2081511697.0,0.0915,0.29,26793696546.44809,7177626541.379311
646,Boulder,2559055400.0,4707673449.0,2003.0,2148618049.0,0.0796,0.29,32148937185.929646,7409027755.172415
710,Boulder,2598029250.0,4755082116.0,2004.0,2157052866.0,0.0796,0.29,32638558417.085426,7438113331.034483
774,Boulder,2698184160.0,4973874630.0,2005.0,2275690470.0,0.0796,0.29,33896785929.64824,7847208517.24138
838,Boulder,2751583576.0,5031140476.0,2006.0,2279556900.0,0.0796,0.29,34567632864.32161,7860541034.482759
902,Boulder,3042062070.0,5574305730.0,2007.0,2532243660.0,0.0796,0.29,38216860175.879395,8731874689.655172
966,Boulder,3081353450.0,5620401640.0,2008.0,2539048190.0,0.0796,0.29,38710470477.38693,8755338586.206898
1030,Boulder,3151178140.0,5837190300.0,2009.0,2686012160.0,0.0796,0.29,39587665075.376884,9262110896.551725
1094,Boulder,3172955440.0,5808261190.0,2010.0,2635305750.0,0.0796,0.29,39861249246.231155,9087261206.896553
1158,Boulder,3092758313.0,5627815998.0,2011.0,2535057685.0,0.0796,0.29,38853747650.75377,8741578224.137932
1222,Boulder,3115642561.0,5641000573.0,2012.0,2525358012.0,0.0796,0.29,39141238203.517586,8708131075.86207
175,Broomfield,0.0,0.0,1993.0,0.0,0.1286,0.29,0.0,0.0
176,Broomfield,0.0,0.0,1994.0,0.0,0.1286,0.29,0.0,0.0
177,Broomfield,0.0,0.0,1995.0,0.0,0.1036,0.29,0.0,0.0
178,Broomfield,0.0,0.0,1996.0,0.0,0.1036,0.29,0.0,0.0
179,Broomfield,0.0,0.0,1997.0,0.0,0.0974,0.29,0.0,0.0
327,Broomfield,0.0,0.0,1998.0,0.0,0.0974,0.29,0.0,0.0
391,Broomfield,0.0,0.0,1999.0,0.0,0.0974,0.29,0.0,0.0
455,Broomfield,0.0,0.0,2000.0,0.0,0.0974,0.29,0.0,0.0
519,Broomfield,257245580.0,746898340.0,2001.0,489652760.0,0.0915,0.29,2811427103.8251367,1688457793.1034484
583,Broomfield,275907681.0,823462361.0,2002.0,547554680.0,0.0915,0.29,3015384491.803279,1888119586.2068968
647,Broomfield,286010105.0,899361695.0,2003.0,613351590.0,0.0796,0.29,3593091771.356784,2115005482.7586207
711,Broomfield,302925893.0,895892443.0,2004.0,592966550.0,0.0796,0.29,3805601670.854271,2044712241.3793104
775,Broomfield,330235820.0,896898340.0,2005.0,566662520.0,0.0796,0.29,4148691206.0301504,1954008689.6551726
839,Broomfield,351866104.0,922173064.0,2006.0,570306960.0,0.0796,0.29,4420428442.211055,1966575724.137931
903,Broomfield,401630866.0,1028794766.0,2007.0,627163900.0,0.0796,0.29,5045613894.472362,2162634137.9310346
967,Broomfield,423513645.0,1066156855.0,2008.0,642643210.0,0.0796,0.29,5320523178.391959,2216011068.9655175
1031,Broomfield,424535458.0,1084624998.0,2009.0,660089540.0,0.0796,0.29,5333360025.1256275,2276170827.586207
1095,Broomfield,432519415.0,1087415155.0,2010.0,654895740.0,0.0796,0.29,5433660992.462312,2258261172.413793
1159,Broomfield,431543721.0,1059958041.0,2011.0,628414320.0,0.0796,0.29,5421403530.150753,2166945931.034483
1223,Broomfield,438500572.0,1061569492.0,2012.0,623068920.0,0.0796,0.29,5508801155.778894,2148513517.2413793
20,Chaffee,37849310.0,80512180.0,1993.0,42662870.0,0.1286,0.29,294318118.19595647,147113344.8275862
21,Chaffee,39584560.0,83204040.0,1994.0,43619480.0,0.1286,0.29,307811508.5536548,150412000.0
22,Chaffee,48595930.0,100775500.0,1995.0,52179570.0,0.1036,0.29,469072683.3976834,179929551.72413793
23,Chaffee,51603980.0,107567840.0,1996.0,55963860.0,0.1036,0.29,498107915.0579151,192978827.5862069
24,Chaffee,70438770.0,156666350.0,1997.0,86227580.0,0.0974,0.29,723190657.0841889,297336482.75862074
328,Chaffee,74055640.0,162699970.0,1998.0,88644330.0,0.0974,0.29,760324845.9958932,305670103.44827586
392,Chaffee,83172690.0,184501490.0,1999.0,101328800.0,0.0974,0.29,853929055.4414785,349409655.1724138
456,Chaffee,87626520.0,190718870.0,2000.0,103092350.0,0.0974,0.29,899656262.8336755,355490862.06896555
520,Chaffee,103257450.0,230644970.0,2001.0,127387520.0,0.0915,0.29,1128496721.3114755,439267310.3448276
584,Chaffee,108469260.0,235879620.0,2002.0,127410360.0,0.0915,0.29,1185456393.442623,439346068.9655173
648,Chaffee,111408790.0,258074910.0,2003.0,146666120.0,0.0796,0.29,1399607914.5728643,505745241.37931037
712,Chaffee,116325290.0,263930330.0,2004.0,147605040.0,0.0796,0.29,1461372989.9497488,508982896.5517242
776,Chaffee,129796220.0,289467640.0,2005.0,159671420.0,0.0796,0.29,1630605778.8944724,550591103.4482759
840,Chaffee,133440710.0,295321910.0,2006.0,161881200.0,0.0796,0.29,1676390829.1457286,558211034.4827586
904,Chaffee,150415080.0,328870480.0,2007.0,178455400.0,0.0796,0.29,1889636683.4170854,615363448.2758621
968,Chaffee,156432480.0,336809210.0,2008.0,180376730.0,0.0796,0.29,1965232160.80402,621988724.1379311
1032,Chaffee,180033600.0,388594170.0,2009.0,208560570.0,0.0796,0.29,2261728643.21608,719174379.3103449
1096,Chaffee,183857510.0,395843120.0,2010.0,211985610.0,0.0796,0.29,2309767713.567839,730984862.0689656
1160,Chaffee,171294360.0,365186860.0,2011.0,193892500.0,0.0796,0.29,2151939195.9798994,668594827.5862069
1224,Chaffee,174145820.0,368065170.0,2012.0,193919350.0,0.0796,0.29,2187761557.7889447,668687413.7931035
65,Cheyenne,3746160.0,115181310.0,1993.0,111435150.0,0.1286,0.29,29130326.594090205,384259137.9310345
66,Cheyenne,3745210.0,102330290.0,1994.0,98585080.0,0.1286,0.29,29122939.34681182,339948551.72413796
67,Cheyenne,3018360.0,91509530.0,1995.0,88491170.0,0.1036,0.29,29134749.034749035,305141965.5172414
68,Cheyenne,3050360.0,88341720.0,1996.0,85291360.0,0.1036,0.29,29443629.343629345,294108137.9310345
69,Cheyenne,2831360.0,100737570.0,1997.0,97906210.0,0.0974,0.29,29069404.517453797,337607620.6896552
329,Cheyenne,2944690.0,101519200.0,1998.0,98574510.0,0.0974,0.29,30232956.878850102,339912103.44827586
393,Cheyenne,3065660.0,88357540.0,1999.0,85291880.0,0.0974,0.29,31474948.665297743,294109931.0344828
457,Cheyenne,3133263.0,98100848.0,2000.0,94967585.0,0.0974,0.29,32169024.640657082,327474431.0344828
521,Cheyenne,3349721.0,115578290.0,2001.0,112228569.0,0.0915,0.29,36608972.67759563,386995065.5172414
585,Cheyenne,3385758.0,101388783.0,2002.0,98003025.0,0.0915,0.29,37002819.67213115,337941465.5172414
649,Cheyenne,3141180.0,94935670.0,2003.0,91794490.0,0.0796,0.29,39462060.30150753,316532724.13793105
713,Cheyenne,3173397.0,105816899.0,2004.0,102643502.0,0.0796,0.29,39866796.482412055,353943110.3448276
777,Cheyenne,3303665.0,118889980.0,2005.0,115586315.0,0.0796,0.29,41503329.14572864,398573500.0
841,Cheyenne,3304477.0,138971094.0,2006.0,135666617.0,0.0796,0.29,41513530.15075377,467815920.6896552
905,Cheyenne,3368017.0,144864472.0,2007.0,141496455.0,0.0796,0.29,42311771.35678392,487918810.3448276
969,Cheyenne,3416691.0,149025253.0,2008.0,145608562.0,0.0796,0.29,42923253.76884422,502098489.65517247
1033,Cheyenne,3400816.0,181234652.0,2009.0,177833836.0,0.0796,0.29,42723819.09547739,613220124.1379311
1097,Cheyenne,3468771.0,126621336.0,2010.0,123152565.0,0.0796,0.29,43577525.125628136,424664017.2413793
1161,Cheyenne,4074868.0,147983071.0,2011.0,143908203.0,0.0796,0.29,51191809.04522613,496235182.75862074
1225,Cheyenne,4125742.0,158385539.0,2012.0,154259797.0,0.0796,0.29,51830929.64824121,531930334.48275864
105,Clear Creek,41113480.0,99453910.0,1993.0,58340430.0,0.1286,0.29,319700466.562986,201173896.55172417
106,Clear Creek,42667310.0,98721680.0,1994.0,56054370.0,0.1286,0.29,331783125.97200626,193290931.03448278
107,Clear Creek,46153660.0,110783070.0,1995.0,64629410.0,0.1036,0.29,445498648.6486487,222860034.48275864
108,Clear Creek,48166780.0,142334810.0,1996.0,94168030.0,0.1036,0.29,464930308.88030887,324717344.82758623
109,Clear Creek,57506500.0,157409230.0,1997.0,99902730.0,0.0974,0.29,590415811.0882957,344492172.41379315
330,Clear Creek,59111580.0,168296340.0,1998.0,109184760.0,0.0974,0.29,606895071.8685832,376499172.41379315
394,Clear Creek,64681190.0,188293930.0,1999.0,123612740.0,0.0974,0.29,664077926.0780288,426250827.5862069
458,Clear Creek,66659420.0,186342520.0,2000.0,119683100.0,0.0974,0.29,684388295.687885,412700344.82758623
522,Clear Creek,78675830.0,198037790.0,2001.0,119361960.0,0.0915,0.29,859845136.6120219,411592965.5172414
586,Clear Creek,80574860.0,175363770.0,2002.0,94788910.0,0.0915,0.29,880599562.8415301,326858310.3448276
650,Clear Creek,83219900.0,193254190.0,2003.0,110034290.0,0.0796,0.29,1045476130.6532663,379428586.2068966
714,Clear Creek,84523160.0,175029610.0,2004.0,90506450.0,0.0796,0.29,1061848743.7185929,312091206.8965517
778,Clear Creek,90679980.0,204159820.0,2005.0,113479840.0,0.0796,0.29,1139195728.6432161,391309793.10344833
842,Clear Creek,91953600.0,249812220.0,2006.0,157858620.0,0.0796,0.29,1155195979.8994975,544340068.9655173
906,Clear Creek,99594300.0,355982860.0,2007.0,256388560.0,0.0796,0.29,1251184673.3668342,884098482.7586207
970,Clear Creek,101111140.0,433360560.0,2008.0,332249420.0,0.0796,0.29,1270240452.2613065,1145687655.1724138
1034,Clear Creek,106688860.0,525352080.0,2009.0,418663220.0,0.0796,0.29,1340312311.5577888,1443666275.8620691
1098,Clear Creek,106803850.0,541817380.0,2010.0,435013530.0,0.0796,0.29,1341756909.5477386,1500046655.1724138
1162,Clear Creek,97204350.0,561752770.0,2011.0,464548420.0,0.0796,0.29,1221160175.879397,1601891103.448276
1226,Clear Creek,98225980.0,590709590.0,2012.0,492483610.0,0.0796,0.29,1233994723.6180904,1698219344.8275864
145,Conejos,9396010.0,27395750.0,1993.0,17999740.0,0.1286,0.29,73063841.36858477,62068068.965517245
146,Conejos,9835790.0,27613790.0,1994.0,17778000.0,0.1286,0.29,76483592.53499223,61303448.275862075
147,Conejos,9514590.0,26802160.0,1995.0,17287570.0,0.1036,0.29,91839671.81467181,59612310.34482759
148,Conejos,10138670.0,29149810.0,1996.0,19011140.0,0.1036,0.29,97863610.03861004,65555655.172413796
149,Conejos,10379640.0,30999340.0,1997.0,20619700.0,0.0974,0.29,106567145.79055442,71102413.79310346
331,Conejos,10887160.0,30900170.0,1998.0,20013010.0,0.0974,0.29,111777823.40862423,69010379.31034483
395,Conejos,14108540.0,35420680.0,1999.0,21312140.0,0.0974,0.29,144851540.04106775,73490137.93103449
459,Conejos,14953130.0,36196970.0,2000.0,21243840.0,0.0974,0.29,153522895.2772074,73254620.68965518
523,Conejos,15262210.0,38643110.0,2001.0,23380900.0,0.0915,0.29,166800109.28961748,80623793.10344829
587,Conejos,16003010.0,39502160.0,2002.0,23499150.0,0.0915,0.29,174896284.15300548,81031551.72413793
651,Conejos,17548730.0,43601660.0,2003.0,26052930.0,0.0796,0.29,220461432.160804,89837689.65517242
715,Conejos,18471930.0,42480080.0,2004.0,24008150.0,0.0796,0.29,232059422.11055276,82786724.13793103
779,Conejos,20328090.0,44741760.0,2005.0,24413670.0,0.0796,0.29,255378015.07537687,84185068.96551725
843,Conejos,21033614.0,45155467.0,2006.0,24121853.0,0.0796,0.29,264241381.90954772,83178803.44827586
907,Conejos,22997881.0,48124368.0,2007.0,25126487.0,0.0796,0.29,288918103.0150754,86643058.62068966
971,Conejos,23632484.0,48833562.0,2008.0,25201078.0,0.0796,0.29,296890502.5125628,86900268.96551725
1035,Conejos,26304148.0,54120633.0,2009.0,27816485.0,0.0796,0.29,330454120.60301507,95918913.79310346
1099,Conejos,26882628.0,54576400.0,2010.0,27693772.0,0.0796,0.29,337721457.28643215,95495765.51724139
1163,Conejos,29338496.0,60529999.0,2011.0,31191503.0,0.0796,0.29,368574070.3517588,107556906.89655173
1227,Conejos,29780934.0,61209609.0,2012.0,31428675.0,0.0796,0.29,374132336.6834171,108374741.37931035
135,Costilla,5441200.0,66987780.0,1993.0,61546580.0,0.1286,0.29,42311041.990668744,212229586.20689657
136,Costilla,5068420.0,72804170.0,1994.0,67735750.0,0.1286,0.29,39412286.158631414,233571551.72413796
137,Costilla,4204770.0,69744290.0,1995.0,65539520.0,0.1036,0.29,40586583.011583015,225998344.82758623
138,Costilla,4366280.0,68148240.0,1996.0,63781960.0,0.1036,0.29,42145559.84555984,219937793.1034483
139,Costilla,4845740.0,61040200.0,1997.0,56194460.0,0.0974,0.29,49750924.02464066,193774000.0
332,Costilla,5043740.0,60014490.0,1998.0,54970750.0,0.0974,0.29,51783778.234086245,189554310.3448276
396,Costilla,5838780.0,61387950.0,1999.0,55549170.0,0.0974,0.29,59946406.570841886,191548862.06896552
460,Costilla,6081370.0,62404650.0,2000.0,56323280.0,0.0974,0.29,62437063.6550308,194218206.89655173
