year,med_age,edu_yrs,perc_dem,pov_pop,stcou,cty
1996,34.86,17.520000000000003,49.6,1347.2,8109.0,Saguache
1997,35.37,18.040000000000003,48.525,1339.8,8109.0,Saguache
1998,35.879999999999995,18.560000000000002,47.45,1332.4,8109.0,Saguache
1999,36.39,19.080000000000002,46.375,1325.0,8109.0,Saguache
2000,36.9,19.6,45.3,1385.375,8109.0,Saguache
2001,37.54,19.514285714285716,48.199999999999996,1445.75,8109.0,Saguache
2002,38.18,19.42857142857143,51.099999999999994,1506.125,8109.0,Saguache
2003,38.82,19.342857142857145,54.0,1566.5,8109.0,Saguache
2004,39.46,19.257142857142856,56.9,1626.875,8109.0,Saguache
2005,40.099999999999994,19.17142857142857,58.425,1687.25,8109.0,Saguache
2006,40.739999999999995,19.085714285714285,59.95,1747.625,8109.0,Saguache
2007,41.379999999999995,19.0,61.475,1808.0,8109.0,Saguache
2008,42.019999999999996,18.914285714285715,63.0,1868.375,8109.0,Saguache
2009,42.66,18.82857142857143,64.525,1928.75,8109.0,Saguache
2010,43.3,18.742857142857144,66.05000000000001,1989.125,8109.0,Saguache
1989,,,,96.0,8111.0,San Juan
1990,33.6,24.0,,97.9,8111.0,San Juan
1991,34.61,25.97,,99.8,8111.0,San Juan
1992,35.620000000000005,27.94,32.5,101.7,8111.0,San Juan
1993,36.63,29.91,33.35,103.6,8111.0,San Juan
1994,37.64,31.880000000000003,34.2,105.5,8111.0,San Juan
1995,38.650000000000006,33.85,35.05,107.4,8111.0,San Juan
1996,39.660000000000004,35.82,35.9,109.3,8111.0,San Juan
1997,40.67,37.79,35.475,111.2,8111.0,San Juan
1998,41.68000000000001,39.760000000000005,35.05,113.1,8111.0,San Juan
1999,42.690000000000005,41.730000000000004,34.625,115.0,8111.0,San Juan
2000,43.7,43.7,34.2,108.375,8111.0,San Juan
2001,43.71,43.91428571428572,38.675000000000004,101.75,8111.0,San Juan
2002,43.72,44.12857142857143,43.150000000000006,95.125,8111.0,San Juan
2003,43.730000000000004,44.34285714285715,47.625,88.5,8111.0,San Juan
2004,43.74,44.55714285714286,52.1,81.875,8111.0,San Juan
2005,43.75,44.77142857142857,52.375,75.25,8111.0,San Juan
2006,43.76,44.98571428571429,52.650000000000006,68.625,8111.0,San Juan
2007,43.769999999999996,45.2,52.925000000000004,62.0,8111.0,San Juan
2008,43.78,45.41428571428572,53.2,55.375,8111.0,San Juan
2009,43.79,45.62857142857143,53.475,48.75,8111.0,San Juan
2010,43.8,45.84285714285715,53.75,42.125,8111.0,San Juan
1989,,,,416.0,8113.0,San Miguel
1990,33.1,40.3,,442.9,8113.0,San Miguel
1991,33.21,41.12,,469.8,8113.0,San Miguel
1992,33.32,41.94,51.8,496.7,8113.0,San Miguel
1993,33.43,42.76,52.849999999999994,523.6,8113.0,San Miguel
1994,33.54,43.58,53.9,550.5,8113.0,San Miguel
1995,33.650000000000006,44.4,54.95,577.4,8113.0,San Miguel
1996,33.760000000000005,45.22,56.0,604.3,8113.0,San Miguel
1997,33.870000000000005,46.04,54.275,631.2,8113.0,San Miguel
1998,33.980000000000004,46.86,52.55,658.1,8113.0,San Miguel
1999,34.09,47.68,50.825,685.0,8113.0,San Miguel
2000,34.2,48.5,49.1,718.875,8113.0,San Miguel
2001,34.71,48.128571428571426,54.725,752.75,8113.0,San Miguel
2002,35.22,47.75714285714286,60.349999999999994,786.625,8113.0,San Miguel
2003,35.730000000000004,47.385714285714286,65.975,820.5,8113.0,San Miguel
2004,36.24,47.01428571428571,71.6,854.375,8113.0,San Miguel
2005,36.75,46.64285714285714,72.94999999999999,888.25,8113.0,San Miguel
2006,37.26,46.27142857142857,74.3,922.125,8113.0,San Miguel
2007,37.769999999999996,45.9,75.65,956.0,8113.0,San Miguel
2008,38.28,45.528571428571425,77.0,989.875,8113.0,San Miguel
2009,38.79,45.15714285714285,78.35000000000001,1023.75,8113.0,San Miguel
2010,39.3,44.78571428571428,79.70000000000002,1057.625,8113.0,San Miguel
1989,,,,305.0,8115.0,Sedgwick
1990,40.8,8.6,,301.5,8115.0,Sedgwick
1991,41.04,9.08,,298.0,8115.0,Sedgwick
1992,41.28,9.56,34.6,294.5,8115.0,Sedgwick
1993,41.519999999999996,10.04,35.5,291.0,8115.0,Sedgwick
1994,41.76,10.52,36.400000000000006,287.5,8115.0,Sedgwick
1995,42.0,11.0,37.300000000000004,284.0,8115.0,Sedgwick
1996,42.24,11.48,38.2,280.5,8115.0,Sedgwick
1997,42.480000000000004,11.96,36.025000000000006,277.0,8115.0,Sedgwick
1998,42.72,12.440000000000001,33.85,273.5,8115.0,Sedgwick
1999,42.96,12.920000000000002,31.675,270.0,8115.0,Sedgwick
2000,43.2,13.4,29.5,269.5,8115.0,Sedgwick
2001,43.800000000000004,13.457142857142857,29.0,269.0,8115.0,Sedgwick
2002,44.400000000000006,13.514285714285714,28.5,268.5,8115.0,Sedgwick
2003,45.0,13.571428571428571,28.0,268.0,8115.0,Sedgwick
2004,45.6,13.62857142857143,27.5,267.5,8115.0,Sedgwick
2005,46.2,13.685714285714287,29.275,267.0,8115.0,Sedgwick
2006,46.800000000000004,13.742857142857144,31.05,266.5,8115.0,Sedgwick
2007,47.400000000000006,13.8,32.825,266.0,8115.0,Sedgwick
2008,48.0,13.857142857142858,34.6,265.5,8115.0,Sedgwick
2009,48.6,13.914285714285715,36.375,265.0,8115.0,Sedgwick
2010,49.2,13.971428571428572,38.15,264.5,8115.0,Sedgwick
1989,,,,1004.0,8117.0,Summit
1990,30.5,39.7,,1113.4,8117.0,Summit
1991,30.53,40.56,,1222.8,8117.0,Summit
1992,30.56,41.42,40.0,1332.2,8117.0,Summit
1993,30.59,42.28,41.8,1441.6,8117.0,Summit
1994,30.62,43.14,43.6,1551.0,8117.0,Summit
1995,30.65,44.0,45.400000000000006,1660.4,8117.0,Summit
1996,30.68,44.86,47.2,1769.8000000000002,8117.0,Summit
1997,30.71,45.72,47.375,1879.2,8117.0,Summit
1998,30.740000000000002,46.58,47.55,1988.6,8117.0,Summit
1999,30.77,47.44,47.725,2098.0,8117.0,Summit
2000,30.8,48.3,47.9,2003.75,8117.0,Summit
2001,31.36,48.385714285714286,50.75,1909.5,8117.0,Summit
2002,31.92,48.47142857142857,53.599999999999994,1815.25,8117.0,Summit
2003,32.48,48.55714285714286,56.449999999999996,1721.0,8117.0,Summit
2004,33.04,48.64285714285714,59.3,1626.75,8117.0,Summit
2005,33.6,48.72857142857143,60.925,1532.5,8117.0,Summit
2006,34.16,48.81428571428571,62.55,1438.25,8117.0,Summit
2007,34.72,48.9,64.175,1344.0,8117.0,Summit
2008,35.28,48.98571428571429,65.8,1249.75,8117.0,Summit
2009,35.839999999999996,49.07142857142858,67.425,1155.5,8117.0,Summit
2010,36.4,49.157142857142865,69.05,1061.25,8117.0,Summit
1989,,,,1251.0,8119.0,Teller
1990,34.6,26.4,,1235.5,8119.0,Teller
1991,35.08,26.93,,1220.0,8119.0,Teller
1992,35.56,27.459999999999997,27.1,1204.5,8119.0,Teller
1993,36.04,27.99,27.825000000000003,1189.0,8119.0,Teller
1994,36.52,28.52,28.55,1173.5,8119.0,Teller
1995,37.0,29.049999999999997,29.275,1158.0,8119.0,Teller
1996,37.48,29.58,30.0,1142.5,8119.0,Teller
1997,37.96,30.11,29.475,1127.0,8119.0,Teller
1998,38.44,30.64,28.95,1111.5,8119.0,Teller
1999,38.92,31.169999999999998,28.424999999999997,1096.0,8119.0,Teller
2000,39.4,31.7,27.9,1170.25,8119.0,Teller
2001,40.16,31.7,28.424999999999997,1244.5,8119.0,Teller
2002,40.92,31.7,28.95,1318.75,8119.0,Teller
2003,41.68,31.7,29.475,1393.0,8119.0,Teller
2004,42.44,31.7,30.0,1467.25,8119.0,Teller
2005,43.2,31.7,31.25,1541.5,8119.0,Teller
2006,43.96,31.7,32.5,1615.75,8119.0,Teller
2007,44.72,31.7,33.75,1690.0,8119.0,Teller
2008,45.48,31.7,35.0,1764.25,8119.0,Teller
2009,46.24,31.7,36.25,1838.5,8119.0,Teller
2010,47.0,31.7,37.5,1912.75,8119.0,Teller
1989,,,,748.0,8121.0,Washington
1990,37.3,11.8,,728.7,8121.0,Washington
1991,37.589999999999996,12.05,,709.4,8121.0,Washington
1992,37.879999999999995,12.3,25.3,690.1,8121.0,Washington
1993,38.17,12.55,25.625,670.8,8121.0,Washington
1994,38.46,12.8,25.950000000000003,651.5,8121.0,Washington
1995,38.75,13.05,26.275000000000002,632.2,8121.0,Washington
1996,39.04,13.3,26.6,612.9,8121.0,Washington
1997,39.33,13.55,24.825000000000003,593.6,8121.0,Washington
1998,39.620000000000005,13.8,23.05,574.3,8121.0,Washington
1999,39.910000000000004,14.05,21.275,555.0,8121.0,Washington
2000,40.2,14.3,19.5,565.0,8121.0,Washington
2001,40.6,14.714285714285715,19.125,575.0,8121.0,Washington
2002,41.0,15.128571428571428,18.75,585.0,8121.0,Washington
2003,41.400000000000006,15.542857142857143,18.375,595.0,8121.0,Washington
2004,41.800000000000004,15.957142857142857,18.0,605.0,8121.0,Washington
2005,42.2,16.37142857142857,18.775,615.0,8121.0,Washington
2006,42.6,16.785714285714285,19.55,625.0,8121.0,Washington
2007,43.0,17.2,20.325000000000003,635.0,8121.0,Washington
2008,43.400000000000006,17.614285714285714,21.1,645.0,8121.0,Washington
2009,43.800000000000004,18.02857142857143,21.875000000000004,655.0,8121.0,Washington
2010,44.2,18.442857142857143,22.650000000000006,665.0,8121.0,Washington
1989,,,,19594.0,8123.0,Weld
1990,30.5,18.4,,19836.5,8123.0,Weld
1991,30.54,18.72,,20079.0,8123.0,Weld
1992,30.58,19.04,35.7,20321.5,8123.0,Weld
1993,30.62,19.36,36.75,20564.0,8123.0,Weld
1994,30.66,19.68,37.8,20806.5,8123.0,Weld
1995,30.7,20.0,38.85,21049.0,8123.0,Weld
1996,30.74,20.32,39.9,21291.5,8123.0,Weld
1997,30.779999999999998,20.64,39.0,21534.0,8123.0,Weld
1998,30.82,20.96,38.099999999999994,21776.5,8123.0,Weld
1999,30.86,21.28,37.199999999999996,22019.0,8123.0,Weld
2000,30.9,21.6,36.3,23308.5,8123.0,Weld
2001,31.119999999999997,22.200000000000003,36.199999999999996,24598.0,8123.0,Weld
2002,31.34,22.8,36.099999999999994,25887.5,8123.0,Weld
2003,31.56,23.400000000000002,36.0,27177.0,8123.0,Weld
2004,31.78,24.0,35.9,28466.5,8123.0,Weld
2005,32.0,24.6,38.1,29756.0,8123.0,Weld
2006,32.22,25.2,40.3,31045.5,8123.0,Weld
2007,32.44,25.8,42.5,32335.0,8123.0,Weld
2008,32.660000000000004,26.400000000000002,44.7,33624.5,8123.0,Weld
2009,32.88,27.000000000000004,46.900000000000006,34914.0,8123.0,Weld
2010,33.1,27.600000000000005,49.10000000000001,36203.5,8123.0,Weld
1989,,,,1171.0,8125.0,Yuma
1990,35.8,13.4,,1178.3,8125.0,Yuma
1991,35.949999999999996,13.61,,1185.6,8125.0,Yuma
1992,36.099999999999994,13.82,28.2,1192.9,8125.0,Yuma
1993,36.25,14.030000000000001,29.3,1200.2,8125.0,Yuma
1994,36.4,14.24,30.4,1207.5,8125.0,Yuma
1995,36.55,14.45,31.5,1214.8,8125.0,Yuma
1996,36.699999999999996,14.66,32.6,1222.1,8125.0,Yuma
1997,36.849999999999994,14.870000000000001,30.650000000000002,1229.4,8125.0,Yuma
1998,37.0,15.08,28.700000000000003,1236.7,8125.0,Yuma
1999,37.15,15.29,26.75,1244.0,8125.0,Yuma
2000,37.3,15.5,24.8,1217.25,8125.0,Yuma
2001,37.419999999999995,16.0,24.425,1190.5,8125.0,Yuma
2002,37.54,16.5,24.05,1163.75,8125.0,Yuma
2003,37.66,17.0,23.675,1137.0,8125.0,Yuma
2004,37.78,17.5,23.3,1110.25,8125.0,Yuma
2005,37.9,18.0,23.7,1083.5,8125.0,Yuma
2006,38.019999999999996,18.5,24.1,1056.75,8125.0,Yuma
2007,38.14,19.0,24.5,1030.0,8125.0,Yuma
2008,38.26,19.5,24.9,1003.25,8125.0,Yuma
2009,38.38,20.0,25.299999999999997,976.5,8125.0,Yuma
2010,38.5,20.5,25.699999999999996,949.75,8125.0,Yuma
