LG_ID,NAME,LGTYPE_ID,AUDIT_YEAR,CM_FUND_TYPE_ID,DESCRIPTION,REV_TOTAL,REV_CHARGES,REV_IMPACT_FEE,REV_INTGOVT,REV_TRANSFER_IN,REV_INTEREST,REV_OTHER,EXP_TOTAL,EXP_OPERATING,EXP_CAPITAL_OUTLAY,EXP_PRINCIPAL,EXP_INTEREST,EXP_TRANSFER_OUT,GO_DEBT,REVENUE_DEBT,OTHER_DEBT,ASSETS,LIABILITIES,DEPRECIATION
04001,Archuleta County,1,1989,7,Airport,191117,8600,0,153227,28619,0,671,191117,20865,170252,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1990,7,Airport,199214,15500,0,182818,0,0,896,187397,19769,110747,0,0,56881,0,0,0,0,0,0
04001,Archuleta County,1,1991,7,Airport,173464,16590,0,155158,0,0,1716,174914,14354,160560,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1992,7,Airport,570373,0,0,487108,53400,0,29865,598028,11839,586189,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1993,7,Airport,268818,0,0,235605,0,0,33213,275495,55668,219827,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1994,7,Airport,324494,0,0,271837,20000,0,32657,361727,341727,20000,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1995,7,Airport,440785,0,0,364820,36937,0,39028,387527,42236,345291,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1996,7,Airport,1221456,0,0,958229,92975,0,170252,1323913,48242,1275671,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1997,7,Airport,203119,41000,0,80226,78999,0,2894,218840,99509,119331,0,0,0,0,0,0,16827,180909,0
04001,Archuleta County,1,1997,9,Internal Service,468576,467089,0,0,0,0,1487,291722,291722,0,0,0,0,0,0,0,53473,21761,0
04001,Archuleta County,1,1998,9,Internal Service,326457,325565,0,0,0,0,892,334005,334005,0,0,0,0,0,0,0,40113,15949,0
04001,Archuleta County,1,1999,9,Internal Service,645117,641727,0,0,0,0,3390,771168,771168,0,0,0,0,0,0,0,87953,189840,0
04001,Archuleta County,1,2000,9,Internal Service,844070,843709,0,0,0,0,361,858114,858114,0,0,0,0,0,0,0,83806,199737,0
04001,Archuleta County,1,2001,9,Internal Service,584933,584815,0,0,0,0,118,476364,476364,0,0,0,0,0,0,0,156583,163945,0
04001,Archuleta County,1,2002,7,Airport,2055787,55239,0,1690340,291459,0,18749,1805310,460501,1261800,71197,11812,0,0,0,153803,373182,351036,0
04001,Archuleta County,1,2002,9,Internal Service,1657756,1520680,0,0,137076,0,0,1632354,1632354,0,0,0,0,0,0,0,622065,604026,
04001,Archuleta County,1,2003,7,Airport,3111527,53915,0,2695737,361875,0,0,1953812,258016,1613771,74935,7090,0,0,0,78868,1761679,1942400,332497
04001,Archuleta County,1,2003,9,Internal Service,1484564,1483419,0,0,0,0,1145,2097942,2094358,0,0,0,3584,0,0,0,488739,1013982,4794
04001,Archuleta County,1,2004,7,Airport,3738357,83486,0,3653836,0,1035,0,6555995,176843,6249938,78868,48252,2094,0,0,2500000,1366397,1078364,352297
04001,Archuleta County,1,2004,9,Internal Service,2082344,2081458,0,0,0,886,0,2382928,2212092,0,0,0,170836,0,0,0,318904,1197206,5903
04001,Archuleta County,1,2005,7,Airport,4478958,102944,0,4126014,250000,0,0,6216559,255518,5656497,208227,96317,0,0,0,2291773,808392,2266289,385332
04001,Archuleta County,1,2005,9,Internal Service,2512794,2155328,0,0,162000,195466,0,2841958,2841958,0,0,0,0,0,0,0,244858,1452324,0
04001,Archuleta County,1,2006,7,Airport,2646392,155894,0,1521793,0,0,968705,4237022,342594,3590012,216557,87859,0,0,0,2075216,158596,2193546,89785
04001,Archuleta County,1,2006,9,Internal Service,1242002,1240632,0,0,0,1370,0,1941556,1941556,0,0,0,0,0,0,0,198649,2105669,0
04001,Archuleta County,1,2007,7,Airport,1160345,153539,0,1006806,0,0,0,1308016,252474,971396,0,83008,1138,0,0,2075216,23958,2092873,748173
04001,Archuleta County,1,2007,9,Internal Service,3661033,3545003,0,0,115974,56,0,3002991,3002991,0,0,0,0,0,0,0,295187,128716,0
04001,Archuleta County,1,2008,6,Transportation,82760,58463,0,0,24297,0,0,82760,82760,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,2008,7,Airport,4770758,101745,0,4123341,522652,23020,0,5046584,231128,4507228,225219,83009,0,0,0,1849997,1198385,3298108,0
04001,Archuleta County,1,2008,9,Internal Service,1087498,1087473,0,0,0,25,0,1216926,1216926,0,0,0,0,0,0,0,153355,116314,0
04001,Archuleta County,1,2009,6,Transportation,86744,52203,0,0,34541,0,0,86744,86744,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,2009,7,Airport,2932298,65965,0,685387,2118403,0,62543,856482,239932,263641,278909,74000,0,0,0,1571088,0,0,0
04001,Archuleta County,1,2009,9,Internal Service,1726095,1095660,0,0,202951,76,427408,1744494,1744494,0,0,0,0,0,0,0,202816,184174,0
05001,Baca County,1,1977,7,Airport,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05001,Baca County,1,1978,7,Airport,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05001,Baca County,1,1979,7,Airport,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05001,Baca County,1,1980,7,Airport,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05001,Baca County,1,1981,7,Airport,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
