year,cty,spend_waiver,s_source,s_target,s_time,lim5_5,rev_change,sales,sales_change,property,prop_change,prop_levy_change,debt,debt_change,target,rev_time,results,pass,st_open,st_no waiver,st_infrastructure,st_public safety,st_environment,st_education,st_unspecified,st_hss,st_debt,st_economic development,st_tourism,ss_open,ss_no waiver,ss_sales,ss_property,ss_nontax,ss_value,ss_transfer,ss_nonproperty,ss_tourism,ss_unknown,ss_library,ss_gaming,ss_development,rt_infrastructure,rt_public safety,rt_hss,rt_environment,rt_unspecified,rt_education,rt_open,rt_tourism,rt_administrative,rt_economic development,rt_agriculture,rt_debt,rt_unknown,rt_limited,rt_choice
1994,Cheyenne,1,open,open,99.0,0,0,0,0.0,1,5.0,0.0,0,0.0,unspecified,99.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,Cheyenne,0,no waiver,no waiver,0.0,0,1,0,0.0,1,3.0,0.0,0,0.0,unspecified,99.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,Cheyenne,1,open,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Cheyenne,1,open,open,99.0,0,1,1,1.0,0,0.0,0.0,0,0.0,economic development,7.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,Cheyenne,1,open,open,99.0,1,1,0,0.0,1,3.0,0.0,0,0.0,hss,7.0,59.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Cheyenne,1,open,open,99.0,1,1,0,0.0,1,2.0,0.0,0,0.0,hss,99.0,60.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,Clear Creek,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Clear Creek,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,unspecified,99.0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,Clear Creek,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,unspecified,99.0,34.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,Clear Creek,1,sales/transfer,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,62.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Clear Creek,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,infrastructure,99.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Clear Creek,1,open,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,37.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Clear Creek,1,open,open,99.0,0,0,0,0.0,1,0.0,0.0,0,0.0,,99.0,37.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Clear Creek,1,open,open,99.0,1,0,0,0.0,1,0.0,0.0,0,0.0,infrastructure,99.0,49.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Clear Creek,0,no waiver,no waiver,0.0,1,1,0,0.0,1,1.0,0.0,0,0.0,environment,99.0,52.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,Clear Creek,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,1000000.0,environment,99.0,51.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,Clear Creek,1,open,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,63.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Clear Creek,1,open,open,99.0,1,1,0,0.0,1,9.073,0.0,0,0.0,infrastructure,4.0,43.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Clear Creek,1,open,open,99.0,1,1,0,0.0,1,0.53,0.0,0,0.0,environment,99.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,Clear Creek,1,open,open,99.0,1,1,0,0.0,1,0.5,0.0,0,0.0,education,99.0,52.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Clear Creek,1,open,open,99.0,0,1,0,0.0,1,0.75,0.0,0,0.0,infrastructure,2.0,44.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Clear Creek,1,open,open,99.0,1,1,0,0.0,1,1.0,0.0,0,0.0,hss,1.0,69.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,Clear Creek,1,open,open,99.0,1,1,0,0.0,1,1.0,0.0,0,0.0,environment,99.0,46.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,Clear Creek,1,open,open,99.0,1,1,0,0.0,1,5.9,0.0,0,0.0,infrastructure,99.0,52.82,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Conejos,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Conejos,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,open,99.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1996,Conejos,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,67.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Conejos,0,no waiver,no waiver,0.0,0,0,0,0.0,1,2.0,0.0,0,0.0,education,99.0,65.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Conejos,1,open,open,99.0,0,1,0,0.0,1,2.0,0.0,0,0.0,environment,99.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,Costilla,1,open,open,99.0,0,1,0,0.0,1,7.0,0.0,0,0.0,unspecified,5.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Costilla,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,53.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Costilla,1,open,open,99.0,0,1,0,0.0,1,5.0,0.0,1,0.0,infrastructure,99.0,44.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Costilla,0,no waiver,no waiver,0.0,0,0,0,0.0,1,9.8,0.0,0,0.0,infrastructure,99.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Costilla,0,no waiver,no waiver,0.0,0,0,0,0.0,1,2.6,0.0,0,0.0,infrastructure,99.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Crowley,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Crowley,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.5,0.0,0,0.0,environment,30.0,66.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,Custer,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,open,99.0,66.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,Custer,1,open,open,99.0,1,1,0,0.0,1,2.0,0.0,0,0.0,public safety,99.0,69.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Custer,1,open,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,69.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Custer,0,no waiver,no waiver,0.0,1,1,0,0.0,1,3.0,0.0,0,0.0,infrastructure,99.0,42.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Custer,1,open,open,99.0,1,1,0,0.0,1,3.0,0.0,0,0.0,infrastructure,99.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Custer,1,open,open,99.0,0,1,1,0.5,0,0.0,0.0,0,0.0,infrastructure,99.0,78.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Custer,1,property,open,99.0,1,1,0,0.0,1,5.0,0.0,0,0.0,infrastructure,99.0,55.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Custer,0,no waiver,no waiver,0.0,0,0,1,2.0,0,0.0,0.0,0,0.0,tourism,99.0,66.48,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,Delta,1,sales,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Delta,1,library,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,61.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Delta,0,no waiver,no waiver,0.0,1,0,0,0.0,1,1.0,0.0,0,0.0,education,99.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,Delta,0,no waiver,no waiver,0.0,1,0,0,0.0,1,1.5,0.0,0,0.0,education,99.0,50.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,Delta,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Delta,1,open,infrastructure,4.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,51.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Delta,1,open,open,99.0,1,1,1,2.0,0,0.0,0.0,0,0.0,hss/infrastructure,99.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,Delta,1,property,infrastructure,5.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,53.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Delta,1,development,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,58.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Denver,1,open,open,10.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,64.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Denver,1,open,open,99.0,0,1,1,0.12,0,0.0,0.0,0,0.0,hss,10.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,1,open,open,99.0,1,1,0,0.0,1,2.5,0.0,0,0.0,infrastructure,99.0,54.6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,hss,99.0,61.9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,education,99.0,60.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,infrastructure,99.0,67.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,environment,99.0,61.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,unspecified,99.0,53.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,hss,99.0,55.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,hss,99.0,51.9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denver,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,public safety,99.0,63.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Denver,1,property,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,73.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Dolores,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,85.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Dolores,0,no waiver,no waiver,0.0,0,0,0,0.0,1,0.0,0.0,0,0.0,unspecified,99.0,80.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,Dolores,1,open,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,67.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Dolores,0,no waiver,no waiver,0.0,1,1,0,0.0,1,3.6,0.0,0,0.0,education/hss,99.0,54.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2006,Dolores,1,open,open,99.0,1,1,0,0.0,1,0.0,0.0,0,0.0,education,99.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993,Douglas,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,infrastructure/environment,99.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,Douglas,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,65.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Douglas,0,no waiver,no waiver,0.0,0,0,1,0.17,0,0.0,0.0,0,0.0,environment,14.0,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,Douglas,0,no waiver,no waiver,0.0,0,1,1,0.4,0,0.0,0.0,0,0.0,infrastructure,15.0,53.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Douglas,1,open,open,99.0,0,1,1,0.43,0,0.0,0.0,1,30000000.0,public safety,99.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Douglas,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,1,25000000.0,environment,99.0,66.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Douglas,1,open,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Douglas,1,open,open,99.0,0,0,1,0.17,0,0.0,0.0,0,0.0,environment,15.0,53.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,Douglas,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,infrastructure,99.0,83.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Douglas,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,infrastructure,99.0,75.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Douglas,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,infrastructure,99.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Douglas,1,open,open,99.0,0,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,60.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,Douglas,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,1,43000000.0,environment,99.0,74.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,Douglas,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,28000000.0,infrastructure,99.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Douglas,0,no waiver,no waiver,0.0,0,0,1,0.23,0,0.0,0.0,0,0.0,public safety,13.0,67.62,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Douglas,0,no waiver,no waiver,0.0,0,1,1,0.4,0,0.0,0.0,0,0.0,open,23.0,73.08,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,Eagle,0,no waiver,no waiver,0.0,0,0,1,0.5,0,0.0,0.0,0,0.0,infrastructure,99.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Eagle,1,open,open,4.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,49.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Eagle,1,open,open,99.0,0,0,0,0.0,1,1.5,0.0,0,0.0,environment,11.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,Eagle,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,72.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Eagle,1,open,open,99.0,0,0,1,0.5,0,0.0,0.0,0,0.0,infrastructure,99.0,66.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Eagle,1,open,open,99.0,1,0,0,0.0,1,1.5,0.0,0,0.0,infrastructure,3.0,48.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Eagle,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,0.0,infrastructure,99.0,49.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Eagle,1,open,open,99.0,1,1,0,0.0,1,1.5,0.0,0,0.0,environment,22.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Eagle,1,open,open,99.0,1,1,0,0.0,1,1.5,0.0,0,0.0,hss,15.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Eagle,1,open,open,99.0,0,1,0,0.0,0,0.0,0.0,1,10000000.0,infrastructure,99.0,53.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,El Paso,1,open,open,99.0,1,1,0,0.0,1,0.0,2800000.0,0,0.0,public safety,99.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,El Paso,1,open,open,99.0,1,1,0,0.0,1,0.0,5100000.0,0,0.0,public safety,99.0,19.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
